Periodo,Codigo EC,Precipitación
2015-1s,21201320,108.88333333333333
2015-2s,21201320,89.15000000000002
2016-1s,21201320,127.66666666666667
2016-2s,21201320,149.05000000000004
2017-1s,21201320,154.33333333333334
2017-2s,21201320,104.28333333333332
2018-1s,21201320,125.74000000000001
2018-2s,21201320,
2024-1s,21201320,39.93333333333334
2024-2s,21201320,31.483333333333334
2025-1s,21201320,32.050000000000004
2025-2s,21201320,34.1
