Embalse,Periodo,Codigo EC,Caudal,Codigo EP,Precipitacion
Tomine,2015-Mar,3107250,53.4508709677419,21200780,65.5
Tomine,2015-Apr,3107250,125.801333333333,21200780,64.7
Tomine,2015-May,3107250,159.445483870968,21200780,111.3
Tomine,2015-Jun,3107250,241.548566666667,21200780,383.7
Tomine,2015-Jul,3107250,246.93635483871,21200780,301.7
Tomine,2015-Aug,3107250,233.08735483871,21200780,283.8
Tomine,2015-Sep,3107250,162.5786,21200780,20.4
Tomine,2015-Oct,3107250,155.906806451613,21200780,19.5
Tomine,2015-Nov,3107250,138.09,21200780,75.3
Tomine,2015-Dec,3107250,61.1345161290323,21200780,25.5
Tomine,2016-Jan,3107250,69.0216451612903,21200780,7
Tomine,2016-Feb,3107250,71.3754482758621,21200780,12.7
Tomine,2016-Mar,3107250,64.7606451612903,21200780,37.2
Tomine,2016-Apr,3107250,117.3631,21200780,175.5
Tomine,2016-May,3107250,170.878870967742,21200780,110.1
Tomine,2016-Jun,3107250,238.6024,21200780,178.7
Tomine,2016-Jul,3107250,251.296774193548,21200780,204.2
Tomine,2016-Aug,3107250,282.47735483871,21200780,112.1
Tomine,2016-Sep,3107250,196.021233333333,21200780,54.6
Tomine,2016-Oct,3107250,161.75964516129,21200780,57.8
Tomine,2016-Nov,3107250,135.278733333333,21200780,138.3
Tomine,2016-Dec,3107250,82.8786774193548,21200780,67.6
Tomine,2017-Jan,3107250,64.8576451612903,21200780,77.4
Tomine,2017-Feb,3107250,75.4107142857143,21200780,103.8
Tomine,2017-Mar,3107250,77.7651612903226,21200780,103.2
Tomine,2017-Apr,3107250,86.3609333333333,21200780,25.2
Tomine,2017-May,3107250,158.010419354839,21200780,193.8
Tomine,2017-Jun,3107250,226.0479,21200780,130.2
Tomine,2017-Jul,3107250,266.187774193548,21200780,165.7
Tomine,2017-Aug,3107250,268.483838709677,21200780,90
Tomine,2017-Sep,3107250,166.486333333333,21200780,57
Tomine,2017-Oct,3107250,142.949838709677,21200780,73.4
Tomine,2017-Nov,3107250,106.769133333333,21200780,21.2
Tomine,2017-Dec,3107250,80.4549032258065,21200780,48.1
Tomine,2018-Jan,3107250,100.314935483871,21200780,39.4
Tomine,2018-Feb,3107250,92.6012857142857,21200780,20.1
Tomine,2018-Mar,3107250,94.9090967741936,21200780,65.9
Tomine,2018-Apr,3107250,172.913966666667,21200780,155.8
Tomine,2018-May,3107250,231.337741935484,21200780,182.9
Tomine,2018-Jun,3107250,268.2126,21200780,286.3
Tomine,2018-Jul,3107250,255.621709677419,21200780,321.2
Tomine,2018-Aug,3107250,240.535032258065,21200780,180.1
Tomine,2018-Sep,3107250,149.5948,21200780,47.2
Tomine,2018-Oct,3107250,174.463580645161,21200780,71.3
Tomine,2018-Nov,3107250,121.730566666667,21200780,52.3
Tomine,2018-Dec,3107250,79.8836129032258,21200780,0.5
Tomine,2019-Jan,3107250,65.2665483870968,21200780,19.5
Tomine,2019-Feb,3107250,80.0564642857143,21200780,10.3
Tomine,2019-Mar,3107250,48.9196774193548,21200780,60.1
Tomine,2019-Apr,3107250,97.5738333333333,21200780,87.2
Tomine,2019-May,3107250,174.814193548387,21200780,96.9
Tomine,2019-Jun,3107250,199.794466666667,21200780,311.1
Tomine,2019-Jul,3107250,181.733677419355,21200780,210.2
Tomine,2019-Aug,3107250,210.699322580645,21200780,107.6
Tomine,2019-Sep,3107250,153.558533333333,21200780,73.1
Tomine,2019-Oct,3107250,148.969677419355,21200780,36.5
Tomine,2019-Nov,3107250,112.094633333333,21200780,89.7
Tomine,2019-Dec,3107250,101,21200780,34.3
Tomine,2020-Jan,3107250,59.3001290322581,21200780,34.3
Tomine,2020-Feb,3107250,50.898275862069,21200780,52.8
Tomine,2020-Mar,3107250,56.7312580645161,21200780,162
Tomine,2020-Apr,3107250,81.3997333333333,21200780,84.2
Tomine,2020-May,3107250,129.464935483871,21200780,165.9
Tomine,2020-Jun,3107250,167.515733333333,21200780,172.1
Tomine,2020-Jul,3107250,178.677258064516,21200780,133.2
Tomine,2020-Aug,3107250,128.909451612903,21200780,36.9
Tomine,2020-Sep,3107250,141.0312,21200780,67.8
Tomine,2020-Oct,3107250,163.352290322581,21200780,65.6
Tomine,2020-Nov,3107250,156.870866666667,21200780,114
Tomine,2020-Dec,3107250,112.882064516129,21200780,20.7
Tomine,2021-Jan,3107250,62.095935483871,21200780,47
Tomine,2021-Feb,3107250,91.8946428571429,21200780,131.3
Tomine,2021-Mar,3107250,116.731032258065,21200780,161.7
Tomine,2021-Apr,3107250,140.7394,21200780,107.7
Tomine,2021-May,3107250,180.542483870968,21200780,174.4
Tomine,2021-Jun,3107250,198.7576,21200780,128.3
Tomine,2021-Jul,3107250,202.182136363636,21200780,218.1
Tomine,2021-Aug,3107250,238.233966342342,21200780,138.5
Tomine,2021-Sep,3107250,163.723645952787,21200780,68.3
Tomine,2021-Oct,3107250,181.771367577859,21200780,161.5
Tomine,2021-Nov,3107250,133.699092210333,21200780,61.8
Tomine,2021-Dec,3107250,75.688665010507,21200780,41.2
Tomine,2022-Jan,3107250,74.1709820061287,21200780,15
Tomine,2022-Feb,3107250,91.1596142669192,21200780,64.2
Tomine,2022-Mar,3107250,55.7292708977735,21200780,48.4
Tomine,2022-Apr,3107250,115.513906453679,21200780,71.7
Tomine,2022-May,3107250,133.390520988781,21200780,170.3
Tomine,2022-Jun,3107250,224.465152110666,21200780,131.2
Tomine,2022-Jul,3107250,226.472258355656,21200780,130.7
Tomine,2022-Aug,3107250,194.593808812442,21200780,197.4
Tomine,2022-Sep,3107250,174.252170927756,21200780,65
Tomine,2022-Oct,3107250,136.054231401938,21200780,105.7
Tomine,2022-Nov,3107250,116.889399242834,21200780,162.4
Tomine,2022-Dec,3107250,101.773343911818,21200780,58.9
Tomine,2023-Jan,3107250,49.6114457829194,21200780,64.1
Tomine,2023-Feb,3107250,46.6432743052831,21200780,20.4
Tomine,2023-Mar,3107250,84.3585868187299,21200780,251.4
Tomine,2023-Apr,3107250,12.0085104606391,21200780,159.9
Tomine,2023-May,3107250,222.673757605737,21200780,111.9
Tomine,2023-Jun,3107250,268.53716263238,21200780,134.3
Tomine,2023-Jul,3107250,189.504223597144,21200780,273.3
Tomine,2023-Aug,3107250,231.176556329037,21200780,148.1
Tomine,2023-Sep,3107250,191.982615663882,21200780,75.5
Tomine,2023-Oct,3107250,156.201659198974,21200780,76
Tomine,2023-Nov,3107250,124.601010426639,21200780,100.6
Tomine,2023-Dec,3107250,92.8440460999376,21200780,54.4
Tomine,2024-Jan,3107250,81.7322764123473,21200780,1.9
Tomine,2024-Feb,3107250,64.7010473325392,21200780,72.9
Tomine,2024-Mar,3107250,92.5835870508517,21200780,46.7
Tomine,2024-Apr,3107250,84.1259267187233,21200780,105.5
Tomine,2024-May,3107250,127.737593715342,21200780,187.4
Tomine,2024-Jun,3107250,171.781742294437,21200780,104.2
Tomine,2024-Jul,3107250,243.316120966123,21200780,152.3
Tomine,2024-Aug,3107250,206.327435601721,21200780,38.8
Tomine,2024-Sep,3107250,137.790004097401,21200780,71.5010079771721
Tomine,2024-Oct,3107250,164.484242814014,21200780,99.1082359382804
Tomine,2024-Nov,3107250,119.301941206729,21200780,89.7044043511335
Tomine,2024-Dec,3107250,73.8116698233491,21200780,41.4973349180569
Tomine,2025-Jan,3107250,99.4869542782767,21200780,54.6660166251698
Tomine,2025-Feb,3107250,95.2494836960666,21200780,66.3715154764443
Tomine,2025-Mar,3107250,50.2778135344022,21200780,157.029655825159
Tomine,2025-Apr,3107250,109.234022328942,21200780,133.721518311014
Tomine,2025-May,3107250,158.429637412138,21200780,118.961066218867
Tomine,2025-Jun,3107250,259.184594530292,21200780,142.26310515886
Sisga,2015-Jan,3107250,56.546064516129,21200620,8.4
Sisga,2015-Feb,3107250,49.8021785714286,21200620,32.7
Sisga,2015-Mar,3107250,53.4508709677419,21200620,45.3
Sisga,2015-Apr,3107250,125.801333333333,21200620,101.8
Sisga,2015-May,3107250,159.445483870968,21200620,147.9
Sisga,2015-Jun,3107250,241.548566666667,21200620,454.6
Sisga,2015-Jul,3107250,246.93635483871,21200620,258
Sisga,2015-Aug,3107250,233.08735483871,21200620,275.5
Sisga,2015-Sep,3107250,162.5786,21200620,49.7
Sisga,2015-Oct,3107250,155.906806451613,21200620,41.7
Sisga,2015-Nov,3107250,138.09,21200620,77.4
Sisga,2015-Dec,3107250,61.1345161290323,21200620,53.9
Sisga,2016-Jan,3107250,69.0216451612903,21200620,3
Sisga,2016-Feb,3107250,71.3754482758621,21200620,1.2
Sisga,2016-Mar,3107250,64.7606451612903,21200620,23.2
Sisga,2016-Apr,3107250,117.3631,21200620,135.1
Sisga,2016-May,3107250,170.878870967742,21200620,218.4
Sisga,2016-Jun,3107250,238.6024,21200620,380.5
Sisga,2016-Jul,3107250,251.296774193548,21200620,241.8
Sisga,2016-Aug,3107250,282.47735483871,21200620,206.5
Sisga,2016-Sep,3107250,196.021233333333,21200620,155.7
Sisga,2016-Oct,3107250,161.75964516129,21200620,73.4
Sisga,2016-Nov,3107250,135.278733333333,21200620,109.7
Sisga,2016-Dec,3107250,82.8786774193548,21200620,30.5
Sisga,2017-Jan,3107250,64.8576451612903,21200620,42.6
Sisga,2017-Feb,3107250,75.4107142857143,21200620,52.6
Sisga,2017-Mar,3107250,77.7651612903226,21200620,161.8
Sisga,2017-Apr,3107250,86.3609333333333,21200620,35.4
Sisga,2017-May,3107250,158.010419354839,21200620,156.8
Sisga,2017-Jun,3107250,226.0479,21200620,261.9
Sisga,2017-Jul,3107250,266.187774193548,21200620,411
Sisga,2017-Aug,3107250,268.483838709677,21200620,127
Sisga,2017-Sep,3107250,166.486333333333,21200620,79.2
Sisga,2017-Oct,3107250,142.949838709677,21200620,124.7
Sisga,2017-Nov,3107250,106.769133333333,21200620,32.6
Sisga,2017-Dec,3107250,80.4549032258065,21200620,54.7
Sisga,2018-Jan,3107250,100.314935483871,21200620,36.6
Sisga,2018-Feb,3107250,92.6012857142857,21200620,25.1
Sisga,2018-Mar,3107250,94.9090967741936,21200620,112.1
Sisga,2018-Apr,3107250,172.913966666667,21200620,166.4
Sisga,2018-May,3107250,231.337741935484,21200620,175.7
Sisga,2018-Jun,3107250,268.2126,21200620,243.7
Sisga,2018-Jul,3107250,255.621709677419,21200620,333.1
Sisga,2018-Aug,3107250,240.535032258065,21200620,175.1
Sisga,2018-Sep,3107250,149.5948,21200620,49.1
Sisga,2018-Oct,3107250,174.463580645161,21200620,102.8
Sisga,2018-Nov,3107250,121.730566666667,21200620,59.4
Sisga,2018-Dec,3107250,79.8836129032258,21200620,3.2
Sisga,2019-Jan,3107250,65.2665483870968,21200620,20.7
Sisga,2019-Feb,3107250,80.0564642857143,21200620,0
Sisga,2019-Mar,3107250,48.9196774193548,21200620,29.3
Sisga,2019-Apr,3107250,97.5738333333333,21200620,88.3
Sisga,2019-May,3107250,174.814193548387,21200620,180
Sisga,2019-Jun,3107250,199.794466666667,21200620,348.5
Sisga,2019-Jul,3107250,181.733677419355,21200620,227.1
Sisga,2019-Aug,3107250,210.699322580645,21200620,201.5
Sisga,2019-Sep,3107250,153.558533333333,21200620,62
Sisga,2019-Oct,3107250,148.969677419355,21200620,71.5
Sisga,2019-Nov,3107250,112.094633333333,21200620,41.2
Sisga,2019-Dec,3107250,101,21200620,32.3
Sisga,2020-Jan,3107250,59.3001290322581,21200620,64.9
Sisga,2020-Feb,3107250,50.898275862069,21200620,35.1
Sisga,2020-Mar,3107250,56.7312580645161,21200620,42.8
Sisga,2020-Apr,3107250,81.3997333333333,21200620,32.1
Sisga,2020-May,3107250,129.464935483871,21200620,118.6
Sisga,2020-Jun,3107250,167.515733333333,21200620,161.7
Sisga,2020-Jul,3107250,178.677258064516,21200620,193.9
Sisga,2020-Aug,3107250,128.909451612903,21200620,100.6
Sisga,2020-Sep,3107250,141.0312,21200620,65.8
Sisga,2020-Oct,3107250,163.352290322581,21200620,66.6
Sisga,2020-Nov,3107250,156.870866666667,21200620,164.2
Sisga,2020-Dec,3107250,112.882064516129,21200620,7.7
Sisga,2021-Jan,3107250,62.095935483871,21200620,3.8
Sisga,2021-Feb,3107250,91.8946428571429,21200620,37.7
Sisga,2021-Mar,3107250,116.731032258065,21200620,111.7
Sisga,2021-Apr,3107250,140.7394,21200620,117.8
Sisga,2021-May,3107250,180.542483870968,21200620,157.7
Sisga,2021-Jun,3107250,198.7576,21200620,128.7
Sisga,2021-Jul,3107250,202.182136363636,21200620,202.4
Sisga,2021-Aug,3107250,190.392653909562,21200620,114.3
Sisga,2021-Sep,3107250,155.377350263781,21200620,80.5
Sisga,2021-Oct,3107250,160.627442552868,21200620,129.8
Sisga,2021-Nov,3107250,132.788716351705,21200620,70.4
Sisga,2021-Dec,3107250,82.5030610466737,21200620,0.2
Sisga,2022-Jan,3107250,87.036781893629,21200620,4
Sisga,2022-Feb,3107250,69.3510176908729,21200620,31.9
Sisga,2022-Mar,3107250,105.78190988459,21200620,41.2
Sisga,2022-Apr,3107250,127.995799213167,21200620,124
Sisga,2022-May,3107250,146.706541974102,21200620,162.1
Sisga,2022-Jun,3107250,259.014670865478,21200620,166
Sisga,2022-Jul,3107250,225.634302999306,21200620,150.6
Sisga,2022-Aug,3107250,280.606511040369,21200620,150.1
Sisga,2022-Sep,3107250,169.469749367586,21200620,103.1
Sisga,2022-Oct,3107250,160.641760037057,21200620,126.8
Sisga,2022-Nov,3107250,101.536297925859,21200620,142
Sisga,2022-Dec,3107250,92.0082309494584,21200620,15.8
Sisga,2023-Jan,3107250,59.4789918518914,21200620,37
Sisga,2023-Feb,3107250,92.316408920862,21200620,8
Sisga,2023-Mar,3107250,73.8461788674736,21200620,105
Sisga,2023-Apr,3107250,113.216638836127,21200620,152.8
Sisga,2023-May,3107250,236.932566767865,21200620,134.2
Sisga,2023-Jun,3107250,246.691355408295,21200620,233
Sisga,2023-Jul,3107250,192.644875137263,21200620,249.4
Sisga,2023-Aug,3107250,219.336122613813,21200620,118.5
Sisga,2023-Sep,3107250,150.726589816252,21200620,64.6
Sisga,2023-Oct,3107250,152.227037729895,21200620,34.4
Sisga,2023-Nov,3107250,102.291886914388,21200620,69.7
Sisga,2023-Dec,3107250,113.116617903522,21200620,26.8
Sisga,2024-Jan,3107250,76.2661659234738,21200620,0
Sisga,2024-Feb,3107250,87.547680533857,21200620,50
Sisga,2024-Mar,3107250,90.2792695757215,21200620,50.7
Sisga,2024-Apr,3107250,120.605708805515,21200620,91.4
Sisga,2024-May,3107250,140.885026403091,21200620,211.5
Sisga,2024-Jun,3107250,241.057042454732,21200620,218.5
Sisga,2024-Jul,3107250,228.91649293529,21200620,200.4
Sisga,2024-Aug,3107250,182.293600132993,21200620,91.4
Sisga,2024-Sep,3107250,145.76575530632,21200620,59
Sisga,2024-Oct,3107250,152.628853918419,21200620,84.3
Sisga,2024-Nov,3107250,115.108438334611,21200620,133
Sisga,2024-Dec,3107250,101.91940563839,21200620,6.8
Sisga,2025-Jan,3107250,65.2195274667555,21200620,7.3
Sisga,2025-Feb,3107250,87.339969911452,21200620,14.8
Sisga,2025-Mar,3107250,65.6098418404332,21200620,96.7
Sisga,2025-Apr,3107250,136.81140935847,21200620,123.4
Sisga,2025-May,3107250,134.431920062202,21200620,190.3
Sisga,2025-Jun,3107250,241.199148599783,21200620,215
Guavio,2015-Jan,3107250,56.546064516129,35060100,124.3
Guavio,2015-Feb,3107250,49.8021785714286,35060100,46.9
Guavio,2015-Mar,3107250,53.4508709677419,35060100,112.3
Guavio,2015-Apr,3107250,125.801333333333,35060100,303.7
Guavio,2015-May,3107250,159.445483870968,35060100,329
Guavio,2015-Jun,3107250,241.548566666667,35060100,353.598435124613
Guavio,2015-Jul,3107250,246.93635483871,35060100,168.326994656222
Guavio,2015-Aug,3107250,233.08735483871,35060100,269.654326984751
Guavio,2015-Sep,3107250,162.5786,35060100,247.395201991631
Guavio,2015-Oct,3107250,155.906806451613,35060100,153.220593443171
Guavio,2015-Nov,3107250,138.09,35060100,133.521990197564
Guavio,2015-Dec,3107250,61.1345161290323,35060100,58.111814702138
Guavio,2016-Jan,3107250,69.0216451612903,35060100,0
Guavio,2016-Feb,3107250,71.3754482758621,35060100,91.2
Guavio,2016-Mar,3107250,64.7606451612903,35060100,166.2
Guavio,2016-Apr,3107250,117.3631,35060100,312.5
Guavio,2016-May,3107250,170.878870967742,35060100,318.1
Guavio,2016-Jun,3107250,238.6024,35060100,209.7
Guavio,2016-Jul,3107250,251.296774193548,35060100,259.6
Guavio,2016-Aug,3107250,282.47735483871,35060100,357.2
Guavio,2016-Sep,3107250,196.021233333333,35060100,260
Guavio,2016-Oct,3107250,161.75964516129,35060100,142.2
Guavio,2016-Nov,3107250,135.278733333333,35060100,139
Guavio,2016-Dec,3107250,82.8786774193548,35060100,75.5
Guavio,2017-Jan,3107250,64.8576451612903,35060100,128.9
Guavio,2017-Feb,3107250,75.4107142857143,35060100,75.8
Guavio,2017-Mar,3107250,77.7651612903226,35060100,231.3
Guavio,2017-Apr,3107250,86.3609333333333,35060100,132.9
Guavio,2017-May,3107250,158.010419354839,35060100,362.6
Guavio,2017-Jun,3107250,226.0479,35060100,337.4
Guavio,2017-Jul,3107250,266.187774193548,35060100,188.8
Guavio,2017-Aug,3107250,268.483838709677,35060100,168
Guavio,2017-Sep,3107250,166.486333333333,35060100,162.2
Guavio,2017-Oct,3107250,142.949838709677,35060100,155.4
Guavio,2017-Nov,3107250,106.769133333333,35060100,111.3
Guavio,2017-Dec,3107250,80.4549032258065,35060100,35.8
Guavio,2018-Jan,3107250,100.314935483871,35060100,62
Guavio,2018-Feb,3107250,92.6012857142857,35060100,15.3
Guavio,2018-Mar,3107250,94.9090967741936,35060100,127.1
Guavio,2018-Apr,3107250,172.913966666667,35060100,225.1
Guavio,2018-May,3107250,231.337741935484,35060100,345.1
Guavio,2018-Jun,3107250,268.2126,35060100,394.7
Guavio,2018-Jul,3107250,255.621709677419,35060100,389
Guavio,2018-Aug,3107250,240.535032258065,35060100,250.5
Guavio,2018-Sep,3107250,149.5948,35060100,196.7
Guavio,2018-Oct,3107250,174.463580645161,35060100,137
Guavio,2018-Nov,3107250,121.730566666667,35060100,43.3
Guavio,2018-Dec,3107250,79.8836129032258,35060100,20.4
Guavio,2019-Jan,3107250,65.2665483870968,35060100,36.5
Guavio,2019-Feb,3107250,80.0564642857143,35060100,14.3
Guavio,2019-Mar,3107250,48.9196774193548,35060100,119.9
Guavio,2019-Apr,3107250,97.5738333333333,35060100,213.7
Guavio,2019-May,3107250,174.814193548387,35060100,286.8
Guavio,2019-Jun,3107250,199.794466666667,35060100,458.6
Guavio,2019-Jul,3107250,181.733677419355,35060100,415
Guavio,2019-Aug,3107250,210.699322580645,35060100,285.8
Guavio,2019-Sep,3107250,153.558533333333,35060100,118.1
Guavio,2019-Oct,3107250,148.969677419355,35060100,126.8
Guavio,2019-Nov,3107250,112.094633333333,35060100,81
Guavio,2019-Dec,3107250,101,35060100,51.4
Guavio,2020-Jan,3107250,59.3001290322581,35060100,36.6
Guavio,2020-Feb,3107250,50.898275862069,35060100,40.841825873176
Guavio,2020-Mar,3107250,56.7312580645161,35060100,170.401049355632
Guavio,2020-Apr,3107250,81.3997333333333,35060100,263.811508184848
Guavio,2020-May,3107250,129.464935483871,35060100,322.197123487307
Guavio,2020-Jun,3107250,167.515733333333,35060100,371.147439908846
Guavio,2020-Jul,3107250,178.677258064516,35060100,395.527185500478
Guavio,2020-Aug,3107250,128.909451612903,35060100,201.706851852623
Guavio,2020-Sep,3107250,141.0312,35060100,195.3
Guavio,2020-Oct,3107250,163.352290322581,35060100,167.7
Guavio,2020-Nov,3107250,156.870866666667,35060100,93.7
Guavio,2020-Dec,3107250,112.882064516129,35060100,60.2
Guavio,2021-Jan,3107250,62.095935483871,35060100,98.9
Guavio,2021-Feb,3107250,91.8946428571429,35060100,58.8
Guavio,2021-Mar,3107250,116.731032258065,35060100,185.5
Guavio,2021-Apr,3107250,140.7394,35060100,249.7
Guavio,2021-May,3107250,180.542483870968,35060100,380.7
Guavio,2021-Jun,3107250,198.7576,35060100,307.3
Guavio,2021-Jul,3107250,202.182136363636,35060100,252.3
Guavio,2021-Aug,3107250,181.516940605204,35060100,288.6
Guavio,2021-Sep,3107250,146.976481965206,35060100,215.8
Guavio,2021-Oct,3107250,168.536626448639,35060100,240.8
Guavio,2021-Nov,3107250,103.914475194885,35060100,114.1
Guavio,2021-Dec,3107250,55.3176789904543,35060100,9.4
Guavio,2022-Jan,3107250,65.842471845172,35060100,7.8
Guavio,2022-Feb,3107250,68.1128281619829,35060100,84.7
Guavio,2022-Mar,3107250,111.432247809506,35060100,171.4
Guavio,2022-Apr,3107250,104.398206799205,35060100,193.7
Guavio,2022-May,3107250,148.108036021326,35060100,411.3
Guavio,2022-Jun,3107250,252.327862834641,35060100,194.7
Guavio,2022-Jul,3107250,232.925044809531,35060100,347
Guavio,2022-Aug,3107250,194.638811510007,35060100,242.6
Guavio,2022-Sep,3107250,164.431347555556,35060100,128.3
Guavio,2022-Oct,3107250,151.444100659478,35060100,119.8
Guavio,2022-Nov,3107250,162.539549110285,35060100,104
Guavio,2022-Dec,3107250,110.914435815735,35060100,34.1
Guavio,2023-Jan,3107250,67.9200624609163,35060100,175.7
Guavio,2023-Feb,3107250,78.7782014448206,35060100,49.7
Guavio,2023-Mar,3107250,70.6198739612296,35060100,252.5
Guavio,2023-Apr,3107250,124.740291486535,35060100,242.2
Guavio,2023-May,3107250,172.830381500337,35060100,146.3
Guavio,2023-Jun,3107250,292.478013616266,35060100,267.3
Guavio,2023-Jul,3107250,307.717620745473,35060100,235.5
Guavio,2023-Aug,3107250,111.401598277178,35060100,224.9
Guavio,2023-Sep,3107250,168.103809528002,35060100,151.9
Guavio,2023-Oct,3107250,147.846027980734,35060100,91.4
Guavio,2023-Nov,3107250,150.411256880548,35060100,122
Guavio,2023-Dec,3107250,84.2959899962692,35060100,123.3
Guavio,2024-Jan,3107250,53.4203176723428,35060100,1.5
Guavio,2024-Feb,3107250,58.7175241243617,35060100,95.6
Guavio,2024-Mar,3107250,83.3116684978828,35060100,146.8
Guavio,2024-Apr,3107250,117.859972545068,35060100,178.8
Guavio,2024-May,3107250,187.508054064197,35060100,426.5
Guavio,2024-Jun,3107250,194.263273433847,35060100,292.8
Guavio,2024-Jul,3107250,195.960790606024,35060100,251.1
Guavio,2024-Aug,3107250,198.659394135332,35060100,172.5
Guavio,2024-Sep,3107250,197.55100730787,35060100,119
Guavio,2024-Oct,3107250,163.405439541289,35060100,154.8
Guavio,2024-Nov,3107250,119.745118700853,35060100,103.6
Guavio,2024-Dec,3107250,108.810645093603,35060100,90.9
Guavio,2025-Jan,3107250,67.9274791530669,35060100,0
Guavio,2025-Feb,3107250,82.208343309387,35060100,59.3045669590117
Guavio,2025-Mar,3107250,90.4829218319253,35060100,146.173922729893
Guavio,2025-Apr,3107250,120.627834261761,35060100,166.706345219946
Guavio,2025-May,3107250,217.054634770656,35060100,344.054179754411
Guavio,2025-Jun,3107250,249.403807886532,35060100,207.717432430864
