CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,124.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,46.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,112.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,303.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,329,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,0,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,91.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,166.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,312.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,318.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,209.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,259.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,357.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,260,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,142.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,139,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,75.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,128.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,75.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,231.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,132.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,362.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,337.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-07-01 00:00,mm,188.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-08-01 00:00,mm,168,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-09-01 00:00,mm,162.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-10-01 00:00,mm,155.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-11-01 00:00,mm,111.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2017-12-01 00:00,mm,35.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-01-01 00:00,mm,62,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-02-01 00:00,mm,15.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-03-01 00:00,mm,127.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-04-01 00:00,mm,225.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-05-01 00:00,mm,345.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-06-01 00:00,mm,394.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-07-01 00:00,mm,389,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-08-01 00:00,mm,250.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-09-01 00:00,mm,196.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-10-01 00:00,mm,137,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-11-01 00:00,mm,43.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2018-12-01 00:00,mm,20.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-01-01 00:00,mm,36.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-02-01 00:00,mm,14.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-03-01 00:00,mm,119.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-04-01 00:00,mm,213.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-05-01 00:00,mm,286.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-06-01 00:00,mm,458.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-07-01 00:00,mm,415,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-08-01 00:00,mm,285.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-09-01 00:00,mm,118.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-10-01 00:00,mm,126.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-11-01 00:00,mm,81,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2019-12-01 00:00,mm,51.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2020-01-01 00:00,mm,36.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2020-09-01 00:00,mm,195.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2020-10-01 00:00,mm,167.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2020-11-01 00:00,mm,93.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2020-12-01 00:00,mm,60.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-01-01 00:00,mm,98.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-02-01 00:00,mm,58.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-03-01 00:00,mm,185.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-04-01 00:00,mm,249.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-05-01 00:00,mm,380.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-06-01 00:00,mm,307.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-07-01 00:00,mm,252.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-08-01 00:00,mm,288.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-09-01 00:00,mm,215.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-10-01 00:00,mm,240.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-11-01 00:00,mm,114.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2021-12-01 00:00,mm,9.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-01-01 00:00,mm,7.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-02-01 00:00,mm,84.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-03-01 00:00,mm,171.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-04-01 00:00,mm,193.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-05-01 00:00,mm,411.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-06-01 00:00,mm,194.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-07-01 00:00,mm,347,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-08-01 00:00,mm,242.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-09-01 00:00,mm,128.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-10-01 00:00,mm,119.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-11-01 00:00,mm,104,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2022-12-01 00:00,mm,34.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-01-01 00:00,mm,175.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-02-01 00:00,mm,49.7,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-03-01 00:00,mm,252.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-04-01 00:00,mm,242.2,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-05-01 00:00,mm,146.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-06-01 00:00,mm,267.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-07-01 00:00,mm,235.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-08-01 00:00,mm,224.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-09-01 00:00,mm,151.9,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-10-01 00:00,mm,91.4,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-11-01 00:00,mm,122,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2023-12-01 00:00,mm,123.3,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-01-01 00:00,mm,1.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-02-01 00:00,mm,95.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-03-01 00:00,mm,146.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-04-01 00:00,mm,178.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-05-01 00:00,mm,426.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-06-01 00:00,mm,292.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-07-01 00:00,mm,251.1,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-08-01 00:00,mm,172.5,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-09-01 00:00,mm,119,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-10-01 00:00,mm,154.8,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-11-01 00:00,mm,103.6,Preliminar
35060100,ESCUELA TENA [35060100],PRECIPITACION,Precipitación total mensual,2024-12-01 00:00,mm,90.9,Preliminar
