CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,8.4,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,32.7,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,45.3,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,101.8,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,147.9,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,454.6,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,258,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,275.5,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,49.7,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,41.7,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,77.4,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,53.9,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,3,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,1.2,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,23.2,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,135.1,Definitivo
21200620,PISCIS [21200620],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,218.4,Definitivo
