CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,17.3,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,50.5,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,65.5,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,64.7,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,111.3,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,383.7,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,301.7,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,283.8,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,20.4,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,19.5,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,75.3,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,25.5,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,7,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,12.7,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,37.2,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,175.5,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,110.1,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,178.7,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,204.2,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,112.1,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,54.6,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,57.8,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,138.3,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,67.6,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,77.4,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,103.8,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,103.2,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,25.2,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,193.8,Definitivo
21200780,POTRERO LARGO [21200780],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,130.2,Definitivo
