CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,7,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,34,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,73,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,31,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,5,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,14,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,0,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,0,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,0,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,35,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,165,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,0,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,10,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,20,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,215,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,170,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,92,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,20,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,16,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,15,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,94,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,100,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,365,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,317,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,182,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,101,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,231,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,141,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,187,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,23,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-07-01 00:00,mm,15,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-08-01 00:00,mm,36,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-09-01 00:00,mm,6,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-10-01 00:00,mm,116,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-11-01 00:00,mm,245,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2017-12-01 00:00,mm,382,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-01-01 00:00,mm,179,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-02-01 00:00,mm,238,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-03-01 00:00,mm,182,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-04-01 00:00,mm,151,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-05-01 00:00,mm,71,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-06-01 00:00,mm,26,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-07-01 00:00,mm,8,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-08-01 00:00,mm,3,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-09-01 00:00,mm,55,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-10-01 00:00,mm,371,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-11-01 00:00,mm,270,Definitivo
21080030,YAGUARA [21080030],PRECIPITACION,Precipitación total mensual,2018-12-01 00:00,mm,38,Definitivo
