CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,82.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,69.2,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,149.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,147.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,55.7,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,149.2,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,88.2,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,65.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,60.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,131.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,171.5,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,17,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,68.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,80.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,84.8,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,234.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,256.5,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,41,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,60.7,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,54.6,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,165.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,174.3,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,274.1,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,165.2,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,91.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,90.6,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,246.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,121.1,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,205.1,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,170.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-07-01 00:00,mm,51.3,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-08-01 00:00,mm,113.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-09-01 00:00,mm,59.7,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-10-01 00:00,mm,124.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-11-01 00:00,mm,140,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2017-12-01 00:00,mm,136.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2018-01-01 00:00,mm,43.9,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2018-02-01 00:00,mm,73.4,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2018-03-01 00:00,mm,73.2,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2018-04-01 00:00,mm,218.1,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2018-05-01 00:00,mm,220.1,Definitivo
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-04-01 00:00,mm,32.6,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-05-01 00:00,mm,46.1,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-06-01 00:00,mm,41.1,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-07-01 00:00,mm,34.9,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-08-01 00:00,mm,27.5,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-09-01 00:00,mm,29.3,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-10-01 00:00,mm,40.2,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-11-01 00:00,mm,42.9,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2024-12-01 00:00,mm,14.1,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-01-01 00:00,mm,12.8,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-02-01 00:00,mm,25.6,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-03-01 00:00,mm,34.7,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-04-01 00:00,mm,39.8,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-05-01 00:00,mm,43.2,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-06-01 00:00,mm,36.2,Preliminar
21201320,LA UNION [21201320],PRECIPITACION,Precipitación total mensual,2025-07-01 00:00,mm,34.1,Preliminar
