CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,437,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,273,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,400,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,572,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,409,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,139,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,124,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,211,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,140,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,486,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,528,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,287,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,113,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,339,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,155,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,527,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,338,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,105,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,154,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,227,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,378,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,567,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,601,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,593,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,269,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-02-01 00:00,mm,170,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-03-01 00:00,mm,591,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-04-01 00:00,mm,644,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-05-01 00:00,mm,800,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-06-01 00:00,mm,521,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-07-01 00:00,mm,184,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-08-01 00:00,mm,445,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-09-01 00:00,mm,643,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-10-01 00:00,mm,562,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-11-01 00:00,mm,883,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2017-12-01 00:00,mm,375,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-01-01 00:00,mm,387.2,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-02-01 00:00,mm,263,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-03-01 00:00,mm,490,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-04-01 00:00,mm,570,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-05-01 00:00,mm,662,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-06-01 00:00,mm,71,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-07-01 00:00,mm,92,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-08-01 00:00,mm,164,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-09-01 00:00,mm,585,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-10-01 00:00,mm,848,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-11-01 00:00,mm,521,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2018-12-01 00:00,mm,403,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-01-01 00:00,mm,380,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-02-01 00:00,mm,364,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-03-01 00:00,mm,410,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-04-01 00:00,mm,556,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-05-01 00:00,mm,607,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-06-01 00:00,mm,138,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-07-01 00:00,mm,290,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-08-01 00:00,mm,120,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-09-01 00:00,mm,414,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-10-01 00:00,mm,526,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-11-01 00:00,mm,494,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2019-12-01 00:00,mm,467,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2020-01-01 00:00,mm,65,Preliminar
23050250,NORCASIA RADIO [23050250],PRECIPITACION,Precipitación total mensual,2020-02-01 00:00,mm,207,Preliminar
