CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-01-01 00:00,mm,171,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-02-01 00:00,mm,243,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-03-01 00:00,mm,374,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-04-01 00:00,mm,219,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-05-01 00:00,mm,60,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-06-01 00:00,mm,47,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-07-01 00:00,mm,25,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-08-01 00:00,mm,9,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-09-01 00:00,mm,103,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-10-01 00:00,mm,224,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-11-01 00:00,mm,228,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2015-12-01 00:00,mm,6,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-01-01 00:00,mm,49,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-02-01 00:00,mm,80,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-03-01 00:00,mm,397,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-04-01 00:00,mm,209.6,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-05-01 00:00,mm,144,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-06-01 00:00,mm,93,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-07-01 00:00,mm,73,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-08-01 00:00,mm,24,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-09-01 00:00,mm,105,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-10-01 00:00,mm,225,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-11-01 00:00,mm,320,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2016-12-01 00:00,mm,243,Definitivo
21160040,ACO [21160040],PRECIPITACION,Precipitación total mensual,2017-01-01 00:00,mm,176,Definitivo
