idDataset,nombreConjuntoDatos,fechaPublicacion,fechaActualizacion,inicioDato,finDato,fechaDescarga,urlConexionAPI,urlConjuntoDatos,tipoPublicacion
26AFFD,Precio de cierre de los mecanismos de asignación de OEF,2025-06-23T11:24:55.593,2025-12-13T10:21:48.883,2006-11-01T00:00:00,2025-04-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=26AFFD,https://www.simem.co/datadetail/26affde3-4789-465c-87e4-ceec2bfbc603,Público
624BE7,MagnitudEnergiaExcentariaEntregadaPorCogeneradorAutogeneradorPlantaMenor,2023-09-28T20:27:03.407,,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=624BE7,https://www.simem.co/datadetail/624be7b6-9f48-4a3d-bc26-cf3129e2a26f,Público
7a2e85,Indices VERE y VEREC Energético Mediano Plazo,2023-09-30T12:00:13.027,2025-12-07T19:16:25.087,2022-01-03T00:00:00,2027-11-29T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=7a2e85,https://www.simem.co/datadetail/7a2e856d-bb82-48f8-8931-cfd2834ec737,Público
A2919B,Histórico de eventos en Líneas de Transmisión del Sistema de Transmisión Nacional,2023-09-28T20:26:55.143,2025-12-12T19:17:08.94,2013-02-12T00:00:00,2025-12-07T00:00:00,2025-02-04T14:24:25.357,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A2919B,https://www.simem.co/datadetail/a2919b87-30e6-40f5-af4d-d0c42f7420a7,Público
1c91c4,Fecha de retiro de unidades de generación,2023-08-18T16:38:24.52,2025-12-12T23:16:47.73,2013-01-01T00:00:00,2025-12-11T00:00:00,2025-02-04T04:37:14.98,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=1c91c4,https://www.simem.co/datadetail/1c91c4a6-718a-42f2-8642-d211d4eb515b,Público
e5437f,Precios promedios horarios mensuales por comercializador y mercado de comercialización de contratos con UNR,2023-10-04T14:30:03.077,2025-11-20T03:20:12.533,2023-01-01T00:00:00,2025-10-01T00:00:00,2025-04-08T10:29:22.337,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=e5437f,https://www.simem.co/datadetail/e5437fc5-1afe-42bf-a062-d25d0ccf46e5,Público
BA1C55,Aportes Hídricos en Energía,2023-09-29T12:08:14.157,2025-12-13T08:27:27.3,2013-01-01T00:00:00,2025-12-12T00:00:00,2025-05-02T20:45:18.77,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=BA1C55,https://www.simem.co/datadetail/ba1c5513-7dc3-4155-9de9-d262863b31f3,Público
5e8c28,Transacciones realizadas en el mecanismo Derivex,2025-03-10T22:57:47.31,2025-11-13T13:35:33.563,2023-08-11T00:00:00,2025-10-29T00:00:00,2025-03-18T11:37:49.917,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=5e8c28,https://www.simem.co/datadetail/5e8c2868-ec19-45a0-b844-d26b55fee08a,Público
E17D25,Generación Real y Programada en las Plantas de Generación,2023-09-29T10:59:40.38,2025-12-13T11:20:32.053,2013-01-01T00:00:00,2025-12-12T00:00:00,2025-04-23T15:45:51.61,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=E17D25,https://www.simem.co/datadetail/e17d259d-ffba-41f1-911c-d2b719a22efa,Público
384850,Fondo de Apoyo Financiero para la Energización de las Zonas Rurales Interconectadas (FAER),2025-10-29T11:47:43.29,2025-12-11T11:13:50.547,2025-07-01T00:00:00,2025-10-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=384850,https://www.simem.co/datadetail/384850fc-0c93-416b-b777-d2c668319c97,Público
72e0bf,Datos soporte del proceso de Despacho Ideal por versión y diaria,2023-07-07T03:15:24.177,2024-07-22T20:17:37.823,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=72e0bf,https://www.simem.co/datadetail/72e0bf96-ce8c-45e3-a3c2-d37eb862f87b,Público
b461cf,Tipo de Combustible con el que arrancó la planta,2025-12-12T11:26:52.683,2025-12-13T10:27:02.43,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=b461cf,https://www.simem.co/datadetail/b461cfad-9a78-46d7-83c6-d45c54656edc,Público
4d0f92,Pronóstico oficial de demanda por mercado de comercialización,2023-09-28T22:15:57.293,2025-12-01T21:15:29.923,2022-01-01T00:00:00,2025-11-30T00:00:00,2024-10-12T10:58:58.92,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=4d0f92,https://www.simem.co/datadetail/4d0f9242-d9cd-4132-a4de-d47c64cb9a04,Público
EC3C31,DemandaComercialTieAgente,2025-07-07T11:09:28.117,,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=EC3C31,https://www.simem.co/datadetail/ec3c31f3-0d40-4f5b-b58c-d5429d32d525,Público
95C913,Valor ventas transacciones bolsa en moneda,2024-11-07T10:33:56.017,2025-12-13T10:26:32.637,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=95C913,https://www.simem.co/datadetail/95c9139f-87ce-4381-b3ba-d5e5bbd07745,Público
be2dbf,Supuestos y resultados  considerados Informe Energético de Corto,2023-09-30T18:42:47.05,2024-09-09T21:11:07.66,2022-01-03T00:00:00,2023-09-18T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=be2dbf,https://www.simem.co/datadetail/be2dbf71-445a-4f12-b69c-d83633ef5246,Público
1e543e,Energía promedio de los contratos del SICEP para el mercado regulado por comercializador,2023-09-28T21:14:22.5,2025-12-11T13:33:04.73,2020-06-01T00:00:00,2025-11-01T00:00:00,2025-03-08T11:29:34.67,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=1e543e,https://www.simem.co/datadetail/1e543e6e-8a4f-4f2b-9d94-d8c4f96715fe,Público
055232,Representatividad de participantes del MEM,2023-09-29T02:14:04.873,2025-11-13T13:37:31.367,2023-07-01T00:00:00,2025-10-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=055232,https://www.simem.co/datadetail/055232af-e1c3-49ca-845b-d94a194d6ab4,Público
a3db98,Eventos de Tensión fuera de Rango,2023-10-04T23:19:45.243,2025-12-13T08:21:33.9,2018-02-11T00:00:00,2025-11-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=a3db98,https://www.simem.co/datadetail/a3db98f1-3d57-46d9-8abf-d9f41afa28ed,Público
4295B4,Compras en bolsa internacional en moneda,2024-11-07T10:33:56.017,2025-12-13T10:26:21.537,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=4295B4,https://www.simem.co/datadetail/4295b42c-6d59-4d8c-8d9b-da0a4efe851b,Público
AA5C78,Panorama energético Corto Plazo Supuestos y Resultados,2024-02-14T12:22:03.267,2025-07-30T14:24:59.253,2023-10-30T00:00:00,2024-09-02T00:00:00,2024-09-11T06:27:07.607,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=AA5C78,https://www.simem.co/datadetail/aa5c78a0-9fdb-4aed-8db8-db0554aa50ca,Público
966490,ConceptosLiquidacionUnidades,2024-11-07T07:20:59.477,2025-12-13T10:19:49.57,2024-12-01T00:00:00,2025-09-02T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=966490,https://www.simem.co/datadetail/966490f2-4ac8-45b2-bde4-dc1e3cf0f906,Público
52341b,Precios y Energía de los contratos no realizados a través del SICEP con destino al mercado regulado,2023-09-26T22:48:16.893,2025-12-11T13:23:16.603,2013-01-01T00:00:00,2025-11-30T00:00:00,2025-02-17T13:41:41.46,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=52341b,https://www.simem.co/datadetail/52341bef-c3ca-412d-9de6-dd66c7c50131,Público
77b26e,Datos soporte del proceso de liquidación por versión y mensual,2023-09-28T15:32:51.98,2025-12-11T12:32:07.69,2013-01-01T00:00:00,2025-11-01T00:00:00,2025-03-16T21:41:28.057,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=77b26e,https://www.simem.co/datadetail/77b26ea0-1408-4e72-8fb3-ddfe15d85a41,Público
F577E2,Pruebas de generación corto plazo,2023-10-05T19:26:09.077,2025-12-07T20:13:40.997,2022-01-03T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=F577E2,https://www.simem.co/datadetail/f577e244-04c6-49c7-afb7-df22f4afc017,Público
BE51B1,Obligación de energía firme por submercado,2025-07-07T14:21:07.17,2025-12-13T10:30:27.267,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=BE51B1,https://www.simem.co/datadetail/be51b1ce-b44a-42a5-9323-dfa1649161e9,Público
E60CE2,Venta en contratos bilaterales de largo plazo por vendedor en energía,2025-06-04T09:15:18.49,2025-11-19T20:22:49,2024-09-01T00:00:00,2025-08-31T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=E60CE2,https://www.simem.co/datadetail/e60ce2ef-d04e-4c9d-bd94-e072b4c4a427,Público
F3A9B1,Bandera de Disponibilidad Real,2025-03-07T11:17:46.28,2025-12-13T10:27:43.99,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=F3A9B1,https://www.simem.co/datadetail/f3a9b10e-8fd0-416a-b628-e23ad3c8f733,Público
320e9f,Informe Energético de Corto Plazo Despacho Horario,2023-09-30T18:35:39.953,2025-07-30T18:54:35.09,2022-01-03T00:00:00,2023-09-24T00:00:00,2025-02-03T09:17:05.04,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=320e9f,https://www.simem.co/datadetail/320e9f7a-8a25-4614-9f0a-e325159cb2dd,Público
AE2DD3,Promedio aritmético anual de la participación en Convocatorias de agentes registrados,2023-09-29T13:16:05.353,2025-11-13T13:36:28.293,2023-08-05T00:00:00,2025-10-31T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=AE2DD3,https://www.simem.co/datadetail/ae2dd3f7-61e4-4dd7-9769-e3d061c4360c,Público
1088a6,Importaciones Netas Energético Mediano Plazo,2023-09-30T11:57:45.303,2025-12-07T19:21:07.42,2022-01-03T00:00:00,2027-11-29T00:00:00,2025-02-18T11:47:51.75,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=1088a6,https://www.simem.co/datadetail/1088a60b-bdfb-47cc-9e78-e49b68dc34f9,Público
30D865,Histórico anual de los precios de referencia para el traslado al Mercado Regulado,2023-09-29T14:21:55.01,2025-11-13T13:34:44.98,2022-10-19T00:00:00,2025-10-10T00:00:00,2024-12-05T07:33:09.977,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=30D865,https://www.simem.co/datadetail/30d86597-8722-4294-800e-e4abd7987383,Público
C8172F,Otros costos variables hidráulicos y térmicos,2025-07-11T11:21:46.037,2025-12-13T10:24:42.79,2017-12-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=C8172F,https://www.simem.co/datadetail/c8172ff9-2cdc-4ea3-88b1-e67826c3e39d,Público
161C25,PrecioOfertaArranqueParadaUnidadUSD,2025-03-07T15:55:58.083,,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=161C25,https://www.simem.co/datadetail/161c25c1-ce62-41a8-8ab8-e68f0d68aef1,Público
CD2034,Energía de referencia para el Sistema de Transmisión Nacional,2025-06-03T11:18:06.367,2025-12-13T10:26:20.633,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=CD2034,https://www.simem.co/datadetail/cd2034ca-b2cf-469c-b9bd-e6eca26a2206,Público
de5ea2,Pronóstico del CND de demanda por subárea operativa,2023-09-28T22:20:12.543,2025-12-01T21:18:25.543,2020-11-01T00:00:00,2025-11-30T00:00:00,2024-08-01T12:30:52.383,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=de5ea2,https://www.simem.co/datadetail/de5ea2fa-e296-47fd-a02c-e71ee94d7fe3,Público
31E0AF,Demanda comercial internacional,2025-07-07T11:09:14.51,2025-12-13T10:24:43.353,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=31E0AF,https://www.simem.co/datadetail/31e0afac-d056-4690-9393-e7391dbf7148,Público
38a251,"Precios y estadísticas de los contratos entre agentes, por año de suscripción y por generador",2023-09-29T18:32:09.887,2025-12-11T13:28:42.447,2013-01-01T00:00:00,2025-11-01T00:00:00,2025-03-12T11:17:20.947,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=38a251,https://www.simem.co/datadetail/38a2517a-771d-4a42-b47c-e7a74437e6fa,Público
77395a,Informe trimestral de auditoría de costos de combustible reportados para la operación,2023-09-28T23:43:13.997,2025-11-24T20:31:34.537,2022-09-01T00:00:00,2025-08-01T00:00:00,2025-02-26T15:55:00.583,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=77395a,https://www.simem.co/datadetail/77395afb-1aec-4f60-b0d8-e7d13b90a5ce,Público
2cf281,Evolución histórica anual de las estadísticas generales de las convocatorias SICEP con destino al mercado regulado,2023-10-02T14:20:57.28,2025-10-07T11:40:06.357,2020-01-01T00:00:00,2024-01-01T00:00:00,2025-03-23T00:43:39.27,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=2cf281,https://www.simem.co/datadetail/2cf281cc-6cd3-4598-bf36-e7d3db5fb00a,Público
A96479,PerdidasDemandaInternacionalAgente,2025-03-07T10:41:52.623,,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A96479,https://www.simem.co/datadetail/a9647946-ce26-45f0-8f08-e867ada6f6e4,Público
561aa8,Reservas en Porcentaje Energético Largo Plazo,2023-10-11T09:06:07.83,2025-11-15T18:30:54.19,2022-01-31T00:00:00,2030-10-31T00:00:00,2025-04-26T19:30:59.127,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=561aa8,https://www.simem.co/datadetail/561aa842-26a4-44d3-a11d-e86c2a249a8c,Público
32C229,Fondo de apoyo a zonas no interconectadas (FAZNI),2025-03-07T16:09:33.467,2025-12-11T12:29:07.22,2021-01-01T00:00:00,2025-11-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=32C229,https://www.simem.co/datadetail/32c2294d-8ec4-4104-ac21-e86cb0e5898b,Público
D0B4E3,Informe de resultados del despacho económico,2024-01-25T14:10:20.16,2025-12-12T20:11:31.34,2022-01-01T00:00:00,2025-12-13T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=D0B4E3,https://www.simem.co/datadetail/d0b4e32d-4858-4791-898e-e88b929c550f,Público
63d90d,Pronóstico oficial de demanda por subárea operativa,2023-09-28T20:46:51.927,2025-12-01T21:19:38.963,2019-01-01T00:00:00,2025-11-30T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=63d90d,https://www.simem.co/datadetail/63d90dcf-bc52-420b-8c1a-e95b9e46956f,Público
14CCB9,Reporte de la ultima facturación reportada para fronteras UNR por agente representante,2024-05-27T18:57:17.087,2025-12-13T04:16:30.937,2024-04-01T00:00:00,2025-11-20T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=14CCB9,https://www.simem.co/datadetail/14ccb984-b0d7-42a7-9ab6-e9d1fea3b0ee,Público
CDD16E,Generación ideal internacional Ecuador por planta,2023-09-28T20:27:03.407,2025-12-13T10:28:54.873,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=CDD16E,https://www.simem.co/datadetail/cdd16e49-bffd-4d86-af7d-ea4c6f54e3bb,Público
B4D9FE,Bandera de autorización a desvío del programa de generación,2025-03-07T11:17:46.28,2025-12-13T10:29:12.547,2020-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=B4D9FE,https://www.simem.co/datadetail/b4d9fe2b-632e-4b3f-b85a-ec269de4d9fa,Público
96D56E,Precio de bolsa ponderado,2023-10-03T15:00:21.54,2025-12-13T10:26:30.59,2013-01-01T00:00:00,2025-12-10T00:00:00,2025-05-04T22:01:32.183,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=96D56E,https://www.simem.co/datadetail/96d56e82-11cb-4d87-92b6-ec7a621d9d9c,Público
97c8ec,Histórico de eventos en Activos de Transmisión del Sistema de Transmisión Nacional,2023-09-28T21:14:47.44,2025-12-12T19:21:40.973,2013-01-22T00:00:00,2025-12-06T00:00:00,2024-10-02T16:08:11.577,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=97c8ec,https://www.simem.co/datadetail/97c8eceb-4bae-469b-a6df-ee0cf190c342,Público
82ae92,Costos Marginales Energético Mediano Plazo,2023-10-02T14:30:48.193,2025-12-07T19:20:15.067,2022-01-03T00:00:00,2027-11-29T00:00:00,2025-01-23T09:52:40.87,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=82ae92,https://www.simem.co/datadetail/82ae922e-1c1b-4d03-ae7f-ee7b93af156c,Público
6827d9,Estadísticas del Costo Unitario de Reconciliación Positiva,2023-09-29T16:35:14.907,2025-12-12T14:12:51.16,2015-01-01T00:00:00,2025-11-01T00:00:00,2024-08-01T12:18:37.653,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=6827d9,https://www.simem.co/datadetail/6827d9c0-7714-411e-8866-efa6619ae9ae,Público
d66c25,Precios promedios horarios mensuales de contratos con UNR por mercado de comercialización,2023-09-29T17:07:26.833,2025-11-20T03:18:26.16,2023-01-01T00:00:00,2025-10-01T00:00:00,2025-04-02T11:14:01.173,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=d66c25,https://www.simem.co/datadetail/d66c2593-d6ee-4d0f-86f6-f040e6bb3df8,Público
cdfe1b,Informe de reevaluación de parámetros de regulación secundaria de frecuencia AGC,2023-10-05T19:09:09.873,2024-11-30T23:11:38.037,2022-01-01T00:00:00,2024-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=cdfe1b,https://www.simem.co/datadetail/4f8cbc99-4964-457b-8913-f0b274e66958,Público
596c1c,Demanda Energético Mediano Plazo,2023-10-04T10:04:49.437,2025-12-07T19:20:23.52,2022-01-03T00:00:00,2027-11-29T00:00:00,2025-05-06T06:11:33.223,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=596c1c,https://www.simem.co/datadetail/596c1c23-827d-479a-85b3-f0d365ae7ecb,Público
781422,Precios y estadísticas de los contratos entre agentes integrados verticalmente por comercializador,2023-09-30T10:01:33.457,2025-12-11T13:29:52.96,2013-01-01T00:00:00,2025-11-01T00:00:00,2025-02-03T18:18:49.1,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=781422,https://www.simem.co/datadetail/78142296-e6fa-42f6-9d52-f18840b03ba4,Público
36b91c,SAIDI y SAIFI,2025-10-29T09:47:14.137,2025-10-29T16:18:42.823,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=36b91c,https://www.simem.co/datadetail/36b91c21-a0a9-406c-a989-f1f0ba41a9e1,Público
331979,"Precios y estadísticas de los contratos de convocatorias del SICEP para el mercado regulado, por año de suscripción y por comercializador",2023-09-29T16:21:42.3,2025-12-11T13:29:05.37,2020-06-01T00:00:00,2025-11-01T00:00:00,2024-09-12T20:25:02.023,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=331979,https://www.simem.co/datadetail/33197912-1ae9-4893-af46-f21743209659,Público
43cd59,Garantía de reserva de capacidad de transporte,2025-11-26T16:44:16.763,2025-12-04T22:00:52.323,2022-04-12T00:00:00,2025-12-03T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=43cd59,https://www.simem.co/datadetail/43cd59ca-1f2d-426d-bd0f-f2263bc57e1f,Público
9407AC,Valor de consumo principal proporcional a la reconciliación positiva,2023-09-28T22:45:20.783,2025-11-19T20:29:47.12,2015-04-01T00:00:00,2025-09-21T00:00:00,2024-12-09T16:31:42.017,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=9407AC,https://www.simem.co/datadetail/9407acfc-41c9-4bdc-9dd9-f3b6466b87a2,Público
28b062,"Datos soporte del proceso de liquidación por Código sic agente, versión y diaria",2023-09-28T23:09:41.523,2025-11-06T15:49:52.11,2014-04-24T00:00:00,2025-11-03T00:00:00,2025-03-15T08:40:36.79,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=28b062,https://www.simem.co/datadetail/28b062c7-2728-418c-afa9-f3c3a0dad658,Público
b18005,"Precio de oferta de la planta para cada configuración ofertada en el proceso del despacho ideal, en COP/kWh",2023-09-29T05:56:49.153,2025-12-11T12:24:48.727,2023-04-24T00:00:00,2025-11-30T00:00:00,2025-03-16T12:34:02.677,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=b18005,https://www.simem.co/datadetail/b180058c-52dd-42c3-a93a-f44003aa2d43,Público
BAE067,Auditoria Ejecución Conjuntos de SIMEM,2025-04-09T01:14:16.757,2025-12-13T01:16:37.637,2025-04-08T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=BAE067,https://www.simem.co/datadetail/bae067fc-6ffa-4fdc-89f3-f4bfb27714a8,Público
234D49,Disponibilidad programada,2025-03-07T11:17:46.28,2025-12-13T10:29:55.247,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=234D49,https://www.simem.co/datadetail/234d49da-6edc-4c48-abd8-f67703b4e69b,Público
923030,"Oportunidad en el reporte de información por parte de XM, el Administrador del SIMEM y otros",2024-01-28T07:53:11.547,2025-11-27T17:28:02.697,2023-10-04T00:00:00,2025-10-31T00:00:00,2025-04-02T16:29:51.01,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=923030,https://www.simem.co/datadetail/92303073-92d0-45fd-8384-f7b032ec8aaa,Público
cd68f0,Informe Energético de Corto Plazo Embalses,2023-09-30T17:47:52.62,2025-07-30T18:55:22.103,2022-01-03T00:00:00,2023-09-24T00:00:00,2025-04-12T11:58:32.093,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=cd68f0,https://www.simem.co/datadetail/cd68f036-a2e6-4c73-a0aa-f81a022ac090,Público
A1DBD9,Magnitud de reconciliación positiva arranque,2023-09-28T20:27:03.407,2025-12-13T10:27:53.753,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=A1DBD9,https://www.simem.co/datadetail/a1dbd98b-b54e-4de5-a11c-f8227ec60b5a,Público
1F06A2,Otros costos variables asociados al SIN,2025-09-05T11:41:38.987,2025-12-13T10:27:07.573,2013-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=1F06A2,https://www.simem.co/datadetail/1f06a2ce-93ab-4f7c-99b0-f8c5e5a9515c,Público
244B98,Disponibilidad asociada con arranque utilizando tecnología térmica a gas de ciclo abierto,2023-09-28T20:27:03.407,2025-12-13T10:27:40.67,2021-01-01T00:00:00,2025-09-20T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=244B98,https://www.simem.co/datadetail/244b9856-75a1-4d39-8bbd-f93bcf8277a8,Público
8ae7da,Combustibles y Heat Rate de plantas térmicas del SIN,2023-10-09T21:11:08.803,2025-12-13T09:16:17.56,2013-01-01T00:00:00,2025-12-12T00:00:00,2025-04-28T11:29:44.767,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8ae7da,https://www.simem.co/datadetail/8ae7da6f-f454-4018-a001-f96e8086fb49,Público
0d5da1,Costo Equivalente de Energía (CEE),2025-08-20T11:37:54.533,2025-12-10T17:14:43.423,2013-01-01T00:00:00,2025-12-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=0d5da1,https://www.simem.co/datadetail/0d5da144-2588-4396-b1e5-f98c6ca74b89,Público
05f977,Precios futuros horarios mensuales de contratos con UNR por mercado de comercialización,2023-09-29T08:02:36.687,2025-11-20T03:23:54.82,2023-09-01T00:00:00,2030-10-01T00:00:00,2025-03-27T06:00:21.847,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=05f977,https://www.simem.co/datadetail/05f977de-7425-4ebb-859f-f9db0b4a0569,Público
24F4EC,Disponibilidad comercial por planta,2025-09-16T10:57:37.927,2025-12-13T10:26:29.58,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=24F4EC,https://www.simem.co/datadetail/24f4ec70-2da0-4551-a188-fa750a7d66a5,Público
e2f117,Vertimientos Energético Mediano Plazo,2023-09-30T12:39:37.33,2025-12-07T19:20:04.373,2022-01-03T00:00:00,2027-11-29T00:00:00,2025-01-13T10:42:50.347,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=e2f117,https://www.simem.co/datadetail/e2f117c5-45ff-4767-b12c-fa7ba031f21a,Público
8d7548,Garantía de reserva de capacidad de transporte,2023-09-26T02:02:52.53,2025-11-20T11:12:39.51,2021-07-21T00:00:00,2025-11-18T00:00:00,2025-05-02T07:27:50.753,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8d7548,https://www.simem.co/datadetail/8d7548a2-19bb-48e3-8923-fb2dbf3f3f8a,Público
9E77E5,Disponibilidad real,2025-03-07T11:17:46.28,2025-12-13T10:29:09.847,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=9E77E5,https://www.simem.co/datadetail/9e77e5b9-b2b8-42a9-8c68-fb5a0917c774,Público
