idDataset,nombreConjuntoDatos,fechaPublicacion,fechaActualizacion,inicioDato,finDato,fechaDescarga,urlConexionAPI,urlConjuntoDatos,tipoPublicacion
767A48,Magnitud responsabilidad comercial AGC,2024-11-07T10:33:56.017,2025-12-13T10:27:09.977,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=767A48,https://www.simem.co/datadetail/767a4873-a909-4af5-81bf-fb7e9c819591,Público
1be05d,Precios y Energía de los contratos no realizados a través del SICEP que atienden el mercado de usuarios regulados,2023-09-27T01:10:05.013,2025-12-11T13:29:13.25,2013-01-01T00:00:00,2025-11-30T00:00:00,2024-11-21T22:39:38.487,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=1be05d,https://www.simem.co/datadetail/1be05d09-4504-4bc9-9058-fbb08bf87cc4,Público
230a9d,Registro de contratos de largo plazo entre agentes,2023-09-29T00:12:51.487,2025-12-02T07:19:49.743,2023-01-01T00:00:00,2025-11-01T00:00:00,2025-02-24T09:08:40.3,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=230a9d,https://www.simem.co/datadetail/230a9d74-78db-4236-866a-fbdc43219a61,Público
F387F3,Ventas en bolsa nacional en moneda,2024-11-07T10:33:56.017,2025-12-13T10:26:27.27,2021-01-01T00:00:00,2025-12-08T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=F387F3,https://www.simem.co/datadetail/f387f353-200f-45a3-8403-fd3c3a27f140,Público
2C6C29,Acumulado anual de los calce u operaciones de las órdenes de demanda en Convocatorias,2023-09-29T13:17:47.09,2025-11-13T13:33:34.777,2023-08-01T00:00:00,2025-10-01T00:00:00,2025-04-23T15:10:33.223,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=2C6C29,https://www.simem.co/datadetail/2c6c2996-5f18-41b8-9b7b-fd9ada07ae31,Público
34BB70,DemandaGeneracionAgenteParaAsignarPerdidas,2025-03-06T15:16:08.333,,0001-01-01T00:00:00,0001-01-01T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=34BB70,https://www.simem.co/datadetail/34bb70e9-b732-4cea-b5f3-fee7cb6e5128,Público
f63b8b,Déficit Energético Mediano Plazo,2023-09-30T11:20:08.31,2025-12-07T19:19:14.763,2022-01-03T00:00:00,2027-11-29T00:00:00,2025-04-23T15:07:45.437,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=f63b8b,https://www.simem.co/datadetail/f63b8b8b-0518-43cc-8ed3-fefe47b1ed96,Público
29517d,"Datos soporte del proceso de Demandas por Recurso, versión y diaria",2023-09-28T22:04:27.733,2025-11-19T20:31:29.43,2013-01-01T00:00:00,2025-09-06T00:00:00,2025-03-20T15:09:01.643,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=29517d,https://www.simem.co/datadetail/29517d62-1ba1-4f44-9d58-ff2e2aaee7cd,Público
841808,Listado de Áreas Operativas del Sistema de Interconectado Nacional,2024-01-17T07:13:02.75,2025-12-13T07:16:30.807,2024-01-16T00:00:00,2025-12-12T00:00:00,2025-04-02T08:32:52.47,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=841808,https://www.simem.co/datadetail/8418083c-5d4c-4478-ab46-ff9cff052422,Público
8DA3D8,Magnitud de reconciliación positiva para plantas que no realizan AGC,2023-09-28T20:27:03.407,2025-12-13T10:28:33.887,2021-01-01T00:00:00,2025-12-10T00:00:00,,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8DA3D8,https://www.simem.co/datadetail/8da3d886-60a9-4eeb-b1b3-ffca8c75fa2e,Público
8DECCA,Estadísticas de contratos del mercado secundario,2023-09-30T11:35:39.21,2025-12-13T09:17:37.593,2013-01-01T00:00:00,2026-12-01T00:00:00,2025-04-30T15:16:45.39,https://www.simem.coPublicData?startDate=2025-12-13&endDate=2025-12-13&datasetId=8DECCA,https://www.simem.co/datadetail/8decca60-c155-4da1-a456-fff3607ff3a2,Público
