YYYY-MM-DD;Value
2015-01-01;44.41161290322581
2015-02-01;60.83571428571429
2015-03-01;84.97838709677418
2015-04-01;84.66933333333333
2015-05-01;28.406129032258065
2015-06-01;19.259666666666664
2015-07-01;29.87251612903226
2015-08-01;25.70116129032258
2015-09-01;16.043666666666667
2015-10-01;20.95967741935484
2015-11-01;34.614333333333335
2015-12-01;22.822903225806453
2016-01-01;13.064580645161291
2016-02-01;21.616724137931033
2016-03-01;111.25970967741935
2016-04-01;111.32639999999999
2016-05-01;114.03009677419355
2016-06-01;29.47103333333333
2016-07-01;14.992387096774193
2016-08-01;10.824064516129033
2016-09-01;13.834433333333333
2016-10-01;66.49422580645161
2016-11-01;147.42000000000002
2016-12-01;120.12380645161291
2017-01-01;129.61377419354838
2017-02-01;46.63232142857142
2017-03-01;210.4056129032258
2017-04-01;166.6
2017-05-01;182.16429032258063
2017-06-01;41.7857
2017-07-01;14.17283870967742
2017-08-01;9.973161290322581
2017-09-01;9.453066666666667
2017-10-01;27.421709677419354
2017-11-01;109.61193333333334
2017-12-01;52.46151612903226
2018-01-01;111.94683870967741
2018-02-01;56.0815
2018-03-01;59.85077419354839
2018-04-01;144.46773333333334
2018-05-01;138.31403225806454
2018-06-01;18.247866666666667
2018-07-01;7.998870967741936
2018-08-01;5.325709677419355
2018-09-01;7.025
2018-10-01;134.92648387096773
2018-11-01;128.98193333333333
2018-12-01;23.112774193548386
2019-01-01;9.063709677419356
2019-02-01;55.85335714285714
2019-03-01;110.32674193548387
2019-04-01;161.59810000000002
2019-05-01;58.64777419354839
2019-06-01;44.58206666666667
2019-07-01;7.447483870967742
2019-08-01;3.937806451612903
2019-09-01;3.827566666666667
2019-10-01;16.65941935483871
2019-11-01;68.1023
2019-12-01;41.62138709677419
2020-01-01;8.532741935483871
2020-02-01;13.634413793103446
2020-03-01;25.241516129032256
2020-04-01;17.460866666666668
2020-05-01;6.105774193548387
2020-06-01;12.2165
2020-07-01;7.543548387096774
2020-08-01;13.00374193548387
2020-09-01;14.639266666666666
2020-10-01;31.754096774193545
2020-11-01;58.302933333333335
2020-12-01;34.36235483870968
2021-01-01;13.54951612903226
2021-02-01;19.642035714285715
2021-03-01;86.6443870967742
2021-04-01;61.419533333333334
2021-05-01;123.56390322580644
2021-06-01;59.262233333333334
2021-07-01;6.900838709677419
2021-08-01;8.997483870967743
2021-09-01;15.415600000000001
2021-10-01;111.78
2021-11-01;143.5153
2021-12-01;54.43983870967742
2022-01-01;53.093
2022-02-01;63.092392857142855
2022-03-01;142.71106451612903
2022-04-01;140.8742
2022-05-01;29.01874193548387
2022-06-01;20.4157
2022-07-01;15.463064516129032
2022-08-01;18.849935483870965
2022-09-01;32.16703333333333
2022-10-01;77.35725806451612
2022-11-01;96.77783333333333
2022-12-01;29.06935483870968
2023-01-01;71.92477419354839
2023-02-01;46.580499999999994
2023-03-01;118.04135483870968
2023-04-01;96.98193333333333
2023-05-01;86.07496774193548
2023-06-01;43.72816666666667
2023-07-01;19.175806451612903
2023-08-01;14.383870967741935
2023-09-01;13.688966666666666
2023-10-01;45.436129032258066
2023-11-01;82.43666666666667
2023-12-01;35.807
2024-01-01;25.993258064516127
2024-02-01;33.00972413793104
2024-03-01;28.61990322580645
2024-04-01;66.31606666666667
2024-05-01;112.50364516129032
2024-06-01;41.1571
