YYYY-MM-DD;Value
2015-01-01;346.10967741935485
2015-02-01;381.32142857142856
2015-03-01;469.1741935483871
2015-04-01;626.2666666666667
2015-05-01;339.93548387096774
2015-06-01;255.60333333333335
2015-07-01;222.18387096774194
2015-08-01;199.11612903225807
2015-09-01;173.54666666666665
2015-10-01;191.75806451612902
2015-11-01;303.58
2015-12-01;187.7935483870968
2016-01-01;133.71067741935482
2016-02-01;124.07720689655173
2016-03-01;213.40925806451614
2016-04-01;369.0834666666667
2016-05-01;526.329870967742
2016-06-01;330.1283
2016-07-01;256.6614193548387
2016-08-01;203.25464516129034
2016-09-01;222.76203333333333
2016-10-01;368.52390322580646
2016-11-01;614.2225333333333
2016-12-01;577.680129032258
2017-01-01;784.6124516129032
2017-02-01;454.2585357142857
2017-03-01;747.681064516129
2017-04-01;957.9071333333334
2017-05-01;1121.1229032258063
2017-06-01;696.3452333333333
2017-07-01;409.0601935483871
2017-08-01;321.0626451612903
2017-09-01;309.54623333333336
2017-10-01;412.86293548387096
2017-11-01;868.6836999999999
2017-12-01;740.3124838709676
2018-01-01;814.0856774193549
2018-02-01;555.4736071428572
2018-03-01;475.8221935483871
2018-04-01;856.4212333333334
2018-05-01;733.5281612903226
2018-06-01;531.9205333333333
2018-07-01;346.0635161290323
2018-08-01;339.512935483871
2018-09-01;332.07666666666665
2018-10-01;482.7463870967742
2018-11-01;784.9296666666667
2018-12-01;805.1822903225806
2019-01-01;265.4776129032258
2019-02-01;322.98025
2019-03-01;476.9000322580645
2019-04-01;908.6894
2019-05-01;706.4089677419355
2019-06-01;800.4741
2019-07-01;363.0047419354839
2019-08-01;262.76990322580644
2019-09-01;242.0466
2019-10-01;386.3532580645161
2019-11-01;628.6256333333333
2019-12-01;596.3813225806451
2020-01-01;462.4607741935484
2020-02-01;292.56420689655175
2020-03-01;358.78732258064514
2020-04-01;387.7074666666667
2020-05-01;303.56167741935485
2020-06-01;347.12136666666663
2020-07-01;349.14829032258064
2020-08-01;360.01706451612904
2020-09-01;408.8817
2020-10-01;254.2571935483871
2020-11-01;421.3299666666666
2020-12-01;517.3166129032259
2021-01-01;651.3080967741936
2021-02-01;504.5540714285714
2021-03-01;1177.342935483871
2021-04-01;730.8549333333334
2021-05-01;893.5119032258065
2021-06-01;840.2922333333333
2021-07-01;457.5933548387097
2021-08-01;508.7772580645161
2021-09-01;537.7761333333333
2021-10-01;655.041
2021-11-01;1028.5470333333333
2021-12-01;861.2211290322581
2022-01-01;762.5213870967742
2022-02-01;748.396
2022-03-01;1152.6283548387096
2022-04-01;1307.3576666666668
2022-05-01;825.1372903225807
2022-06-01;1029.5470333333333
2022-07-01;741.5330645161291
2022-08-01;649.885
2022-09-01;428.62603333333334
2022-10-01;791.6785161290322
2022-11-01;1278.5302333333334
2022-12-01;901.1734193548388
2023-01-01;910.2619032258065
2023-02-01;502.2815357142857
2023-03-01;1025.2684516129032
2023-04-01;915.1287
2023-05-01;609.5436774193548
2023-06-01;409.00033333333334
2023-07-01;299.6765806451613
2023-08-01;257.01251612903224
2023-09-01;213.01153333333332
2023-10-01;342.97729032258064
2023-11-01;514.2518333333334
2023-12-01;305.2547419354839
2024-01-01;264.80670967741935
2024-02-01;251.11503448275863
2024-03-01;188.0695806451613
2024-04-01;345.3473333333333
2024-05-01;713.2669032258065
2024-06-01;706.9182333333333
2024-07-01;563.530935483871
2024-08-01;256.34932258064515
2024-09-01;205.81863333333334
2024-10-01;250.9107741935484
2024-11-01;338.90999999999997
2024-12-01;301.1274516129032
