YYYY-MM-DD;Value
2015-01-01;4581.967741935484
2015-02-01;3989.6785714285716
2015-03-01;3399.032258064516
2015-04-01;4877.3
2015-05-01;5097.225806451613
2015-06-01;5904.266666666666
2015-07-01;4341.1612903225805
2015-08-01;4127.064516129032
2015-09-01;4394.366666666667
2015-10-01;4343.5161290322585
2015-11-01;5802.566666666667
2015-12-01;4444.548387096775
2016-01-01;2689.3858387096775
2016-02-01;2478.678862068966
2016-03-01;2677.0045483870967
2016-04-01;3369.5781333333334
2016-05-01;5382.831225806452
2016-06-01;5929.9375
2016-07-01;5323.064548387097
2016-08-01;5495.146387096775
2016-09-01;6129.4349999999995
2016-10-01;7255.440548387097
2016-11-01;9103.563333333334
2016-12-01;10169.135032258064
2017-01-01;8688.767870967742
2017-02-01;5078.380892857143
2017-03-01;4748.004774193548
2017-04-01;6799.199866666666
2017-05-01;8409.716032258066
2017-06-01;10426.106733333332
2017-07-01;10750.134709677419
2017-08-01;9010.11964516129
2017-09-01;8746.886666666665
2017-10-01;9063.317741935483
2017-11-01;9207.21
2017-12-01;9666.10970967742
2018-01-01;8229.180838709677
2018-02-01;4666.6738214285715
2018-03-01;3645.9392580645163
2018-04-01;6072.104133333333
2018-05-01;7904.332612903226
2018-06-01;9796.876633333333
2018-07-01;8636.683870967743
2018-08-01;6835.6775806451615
2018-09-01;6667.385266666666
2018-10-01;8556.775322580645
2018-11-01;10144.073733333333
2018-12-01;9835.173903225806
2019-01-01;6744.113838709678
2019-02-01;3291.9105357142857
2019-03-01;3954.758387096774
2019-04-01;5842.755066666667
2019-05-01;6930.147516129033
2019-06-01;9019.21
2019-07-01;7850.433322580645
2019-08-01;5953.476903225807
2019-09-01;5223.146033333333
2019-10-01;7475.546580645161
2019-11-01;9273.318333333333
2019-12-01;8537.28229032258
2020-01-01;5258.870677419355
2020-02-01;3233.1553793103444
2020-03-01;3306.565741935484
2020-04-01;3646.8675
2020-05-01;4148.955645161291
2020-06-01;5611.8491
2020-07-01;6987.197516129032
2020-08-01;7277.5342580645165
2020-09-01;8679.0571
2020-10-01;9349.567741935483
2020-11-01;9804.5337
2020-12-01;10353.738387096775
2021-01-01;8111.290451612903
2021-02-01;4483.587964285714
2021-03-01;5485.576935483871
2021-04-01;6964.522933333333
2021-05-01;8098.651903225807
2021-06-01;9569.423666666667
2021-07-01;10193.825064516128
2021-08-01;9928.313677419354
2021-09-01;11220.836233333333
2021-10-01;11779.174193548388
2021-11-01;11984.56
2021-12-01;11443.643193548387
2022-01-01;7905.840806451613
2022-02-01;5470.769
2022-03-01;6500.015032258064
2022-04-01;8321.821600000001
2022-05-01;10549.362064516128
2022-06-01;11583.0625
2022-07-01;12775.232580645163
2022-08-01;12753.79041935484
2022-09-01;12015.876266666666
2022-10-01;11563.329032258065
2022-11-01;12285.162933333333
2022-12-01;12230.507645161291
2023-01-01;8303.657741935484
2023-02-01;5641.586071428572
2023-03-01;5338.850161290323
2023-04-01;6360.035366666666
2023-05-01;6383.620935483871
2023-06-01;7413.6416
2023-07-01;6842.223806451612
2023-08-01;5181.101612903226
2023-09-01;5177.280866666667
2023-10-01;5530.344322580645
2023-11-01;7801.0932999999995
2023-12-01;5941.6265483870975
2024-01-01;3879.1381290322583
2024-02-01;3024.5016206896553
2024-03-01;2786.155870967742
2024-04-01;3091.323766666667
2024-05-01;6450.874774193548
2024-06-01;8631.840366666667
2024-07-01;9984.070967741936
2024-08-01;8545.359677419356
2024-09-01;6248.091733333334
2024-10-01;6484.945516129032
2024-11-01;7477.2361
2024-12-01;8335.787193548387
