YYYY-MM-DD;Value
2015-01-01;218.60996774193546
2015-02-01;263.8408214285714
2015-03-01;215.09345161290324
2015-04-01;248.51333333333332
2015-05-01;316.036935483871
2015-06-01;275.61606666666665
2015-07-01;221.2197741935484
2015-08-01;223.85390322580645
2015-09-01;238.72623333333334
2015-10-01;295.2070322580645
2015-11-01;378.19030000000004
2015-12-01;315.58609677419355
2016-01-01;219.38199999999998
2016-02-01;232.35858620689658
2016-03-01;235.58283870967742
2016-04-01;299.92123333333336
2016-05-01;320.7197741935484
2016-06-01;245.94410000000002
2016-07-01;266.8235806451613
2016-08-01;239.60183870967742
2016-09-01;262.51443333333333
2016-10-01;412.4111935483871
2016-11-01;410.2074666666667
2016-12-01;330.02299999999997
2017-01-01;292.178935483871
2017-02-01;194.68842857142857
2017-03-01;265.68870967741935
2017-04-01;311.76033333333334
2017-05-01;368.26961290322583
2017-06-01;380.1684333333333
2017-07-01;303.94219354838714
2017-08-01;318.6384838709677
2017-09-01;384.6923
2017-10-01;395.78467741935486
2017-11-01;595.9528666666666
2017-12-01;401.70035483870964
2018-01-01;249.98377419354838
2018-02-01;256.92639285714284
2018-03-01;255.97883870967743
2018-04-01;283.2619
2018-05-01;276.0192258064516
2018-06-01;261.83863333333335
2018-07-01;241.53583870967742
2018-08-01;240.97367741935486
2018-09-01;226.08516666666668
2018-10-01;309.4294838709678
2018-11-01;338.8616
2018-12-01;293.69529032258066
2019-01-01;170.76070967741936
2019-02-01;247.14335714285716
2019-03-01;240.4938064516129
2019-04-01;381.0478333333333
2019-05-01;297.00961290322584
2019-06-01;243.39793333333333
2019-07-01;220.15248387096773
2019-08-01;151.29774193548386
2019-09-01;236.1692
2019-10-01;287.68209677419355
2019-11-01;331.4995666666666
2019-12-01;266.0412258064516
2020-01-01;211.10993548387097
2020-02-01;195.09389655172413
2020-03-01;200.10319354838708
2020-04-01;260.5475
2020-05-01;285.87199999999996
2020-06-01;212.5751
2020-07-01;220.77222580645162
2020-08-01;271.1367741935484
2020-09-01;235.74813333333333
2020-10-01;241.91396774193547
2020-11-01;427.8075666666667
2020-12-01;349.09635483870966
2021-01-01;243.65135483870966
2021-02-01;275.7517142857143
2021-03-01;243.78670967741934
2021-04-01;313.0857
2021-05-01;306.09425806451617
2021-06-01;277.38730000000004
2021-07-01;194.48706451612904
2021-08-01;279.8001935483871
2021-09-01;188.522
2021-10-01;263.07316129032256
2021-11-01;421.245
2021-12-01;305.82003225806454
