Embalse;Periodo;Codigo EC;Caudal;Codigo EP;Precipitacion;Ln(c);Ln(p)
;2020-1s;3103140;;;;;
;2020-2s;3103140;;;;;
;2021-1s;3103140;;;;;
;2021-2s;3103140;;;;;
;2022-1s;3103140;;;;;
;2022-2s;3103140;;;;;
;2023-1s;3103140;;;;;
;2023-2s;3103140;;;;;
;2024-1s;3103140;;;;;
;2024-2s;3103140;;;;;
;2025-1s;3103140;;;;;
;2015-1s;3103150;390.036483614951;;;5.96624028247902;
;2015-2s;3103150;243.693551971326;;;5.49591150140269;
;2016-1s;3103150;343.58990630948;;;5.83944881339654;
;2016-2s;3103150;502.124290322581;;;6.21884767933034;
;2017-1s;3103150;1096.98553853047;;;7.00032127744492;
;2017-2s;3103150;842.012566487455;;;6.73579493870038;
;2018-1s;3103150;909.211372619048;;;6.81257760028011;
;2018-2s;3103150;704.37142311828;;;6.5573058066882;
;2019-1s;3103150;765.540174001536;;;6.64058169445423;
;2019-2s;3103150;509.130908243728;;;6.23270517060289;
;2020-1s;3103150;410.602879637869;;;6.01762651780395;
;2020-2s;3103150;529.470349462366;;;6.27187716623534;
;2021-1s;3103150;1038.28738984895;;;6.94532789423802;
;2021-2s;3103150;889.605632795699;;;6.79077825530597;
;2022-1s;3103150;1344.12874598054;;;7.20350130963551;
;2022-2s;3103150;1086.26962741936;;;6.990504745387;
;2023-1s;3103150;933.927867754736;;;6.83939920586185;
;2023-2s;3103150;437.667106451613;;;6.08145859047412;
;2024-1s;3103150;524.549537560252;;;6.26253987058384;
;2024-2s;3103150;449.037177777778;;;6.10710568560123;
;2025-1s;3103150;;;;;
;2015-1s;3103190;66.9931411290323;;;4.2045902429422;
;2015-2s;3103190;104.844297849462;;;4.65247637198221;
;2016-1s;3103190;78.1772001853912;;;4.35897804730848;
;2016-2s;3103190;111.812786200717;;;4.71682592091433;
;2017-1s;3103190;70.2434817844342;;;4.25196751792227;
;2017-2s;3103190;111.697884050179;;;4.71579776274604;
;2018-1s;3103190;74.2489272145417;;;4.30742332928943;
;2018-2s;3103190;113.803260752688;;;4.73447117464454;
;2019-1s;3103190;57.9766256784434;;;4.06003992377378;
;2019-2s;3103190;100.009878673835;;;4.60526896784735;
;2020-1s;3103190;41.0826928006427;;;3.71558693307374;
;2020-2s;3103190;123.350165232975;;;4.81502718252027;
;2021-1s;3103190;80.2289820916539;;;4.38488482230697;
;2021-2s;3103190;150.909273244782;;;5.01667881680004;
;2022-1s;3103190;;;;;
;2022-2s;3103190;;;;;
;2023-1s;3103190;;;;;
;2023-2s;3103190;;;;;
;2024-1s;3103190;;;;;
;2024-2s;3103190;;;;;
;2025-1s;3103190;;;;;
