YYYY-MM-DD;Value
2015-01-01;6.7818387096774195
2015-02-01;7.295357142857143
2015-03-01;7.182096774193549
2015-04-01;13.9964
2015-05-01;23.804193548387094
2015-06-01;31.7072
2015-07-01;27.666774193548385
2015-08-01;32.61970967741936
2015-09-01;25.131666666666668
2015-10-01;28.07590322580645
2015-11-01;18.179199999999998
2015-12-01;12.382483870967743
2016-01-01;6.592516129032258
2016-02-01;6.384965517241379
2016-03-01;5.521677419354838
2016-04-01;12.863533333333333
2016-05-01;22.903709677419354
2016-06-01;25.714666666666666
2016-07-01;35.34083870967742
2016-08-01;26.172032258064515
2016-09-01;24.2593
2016-10-01;24.17032258064516
2016-11-01;17.627266666666667
2016-12-01;10.258258064516129
2017-01-01;7.50058064516129
2017-02-01;5.364821428571429
2017-03-01;7.4998387096774195
2017-04-01;17.148866666666667
2017-05-01;16.637548387096775
2017-06-01;31.835166666666666
2017-07-01;28.03532258064516
2017-08-01;29.542645161290324
2017-09-01;30.434833333333334
2017-10-01;23.56293548387097
2017-11-01;21.666866666666667
2017-12-01;14.681
2018-01-01;8.839258064516128
2018-02-01;6.081035714285714
2018-03-01;9.712612903225807
2018-04-01;21.543966666666666
2018-05-01;21.270967741935483
2018-06-01;45.05286666666667
2018-07-01;45.580612903225806
2018-08-01;43.45270967741936
2018-09-01;39.68436666666666
2018-10-01;51.72067741935484
2018-11-01;30.184
2018-12-01;16.349645161290322
2019-01-01;13.330967741935483
2019-02-01;11.393321428571427
2019-03-01;13.86467741935484
2019-04-01;20.270766666666667
2019-05-01;29.059838709677418
2019-06-01;51.78053333333333
2019-07-01;50.95612903225807
2019-08-01;45.74741935483871
2019-09-01;39.98663333333333
2019-10-01;34.038387096774194
2019-11-01;21.2952
2019-12-01;18.251193548387096
