YYYY-MM-DD;Value
2015-01-01;56.546064516129036
2015-02-01;49.80217857142857
2015-03-01;53.45087096774193
2015-04-01;125.80133333333333
2015-05-01;159.44548387096776
2015-06-01;241.5485666666667
2015-07-01;246.9363548387097
2015-08-01;233.08735483870967
2015-09-01;162.5786
2015-10-01;155.9068064516129
2015-11-01;138.09
2015-12-01;61.134516129032264
2016-01-01;69.02164516129032
2016-02-01;71.37544827586207
2016-03-01;64.76064516129033
2016-04-01;117.3631
2016-05-01;170.87887096774193
2016-06-01;238.60240000000002
2016-07-01;251.29677419354837
2016-08-01;282.4773548387097
2016-09-01;196.02123333333333
2016-10-01;161.7596451612903
2016-11-01;135.27873333333335
2016-12-01;82.87867741935484
2017-01-01;64.85764516129032
2017-02-01;75.41071428571429
2017-03-01;77.76516129032258
2017-04-01;86.36093333333334
2017-05-01;158.01041935483872
2017-06-01;226.0479
2017-07-01;266.18777419354836
2017-08-01;268.4838387096774
2017-09-01;166.48633333333333
2017-10-01;142.9498387096774
2017-11-01;106.76913333333333
2017-12-01;80.45490322580645
2018-01-01;100.31493548387097
2018-02-01;92.60128571428571
2018-03-01;94.90909677419356
2018-04-01;172.91396666666665
2018-05-01;231.33774193548388
2018-06-01;268.2126
2018-07-01;255.62170967741935
2018-08-01;240.53503225806452
2018-09-01;149.5948
2018-10-01;174.4635806451613
2018-11-01;121.73056666666666
2018-12-01;79.8836129032258
2019-01-01;65.26654838709678
2019-02-01;80.05646428571428
2019-03-01;48.91967741935484
2019-04-01;97.57383333333334
2019-05-01;174.8141935483871
2019-06-01;199.79446666666666
2019-07-01;181.73367741935482
2019-08-01;210.69932258064517
2019-09-01;153.55853333333334
2019-10-01;148.96967741935484
2019-11-01;112.09463333333333
2019-12-01;101.0
2020-01-01;59.30012903225807
2020-02-01;50.898275862068964
2020-03-01;56.731258064516126
2020-04-01;81.39973333333334
2020-05-01;129.46493548387096
2020-06-01;167.51573333333332
2020-07-01;178.67725806451614
2020-08-01;128.90945161290324
2020-09-01;141.03119999999998
2020-10-01;163.35229032258064
2020-11-01;156.87086666666667
2020-12-01;112.88206451612903
2021-01-01;62.09593548387097
2021-02-01;91.89464285714287
2021-03-01;116.73103225806452
2021-04-01;140.7394
2021-05-01;180.54248387096774
2021-06-01;198.7576
2021-07-01;202.18213636363635
