YYYY-MM-DD;Value
2015-01-01;2579.1612903225805
2015-02-01;2878.1071428571427
2015-03-01;2537.1612903225805
2015-04-01;3709.2
2015-05-01;3657.9032258064517
2015-06-01;3677.4
2015-07-01;2733.5806451612902
2015-08-01;2303.6774193548385
2015-09-01;2402.9333333333334
2015-10-01;2492.0967741935483
2015-11-01;3340.5
2015-12-01;2699.7419354838707
2016-01-01;1478.247870967742
2016-02-01;1245.6521379310343
2016-03-01;1680.747064516129
2016-04-01;2480.6687666666667
2016-05-01;3735.7999032258067
2016-06-01;3348.4358333333334
2016-07-01;2831.0235483870965
2016-08-01;2717.8088709677418
2016-09-01;3256.576
2016-10-01;4201.726838709677
2016-11-01;5523.472833333333
2016-12-01;5765.348838709678
2017-01-01;4210.564129032258
2017-02-01;2901.9818571428573
2017-03-01;3243.6480967741936
2017-04-01;4595.262866666667
2017-05-01;6018.382548387097
2017-06-01;6063.725600000001
2017-07-01;4760.251161290323
2017-08-01;3759.3273548387097
2017-09-01;4190.151866666666
2017-10-01;4605.752
2017-11-01;5086.3432
2017-12-01;5049.972516129032
2018-01-01;4017.076193548387
2018-02-01;2619.891392857143
2018-03-01;2409.679806451613
2018-04-01;4165.718966666666
2018-05-01;5638.480774193548
2018-06-01;5724.2492999999995
2018-07-01;3709.8611935483873
2018-08-01;2928.3435483870967
2018-09-01;3358.5687000000003
2018-10-01;4865.463483870968
2018-11-01;6061.018133333333
2018-12-01;4223.574225806452
2019-01-01;2130.571193548387
2019-02-01;2251.0325357142856
2019-03-01;2760.666677419355
2019-04-01;3963.889333333333
2019-05-01;4454.048870967742
2019-06-01;5244.781033333334
2019-07-01;3369.498193548387
2019-08-01;2466.1525161290324
2019-09-01;2419.679166666667
2019-10-01;3776.655806451613
2019-11-01;4917.607466666666
2019-12-01;3859.1217741935484
2020-01-01;2497.2941290322583
2020-02-01;1661.3051724137931
2020-03-01;2035.079
2020-04-01;2327.6790333333333
2020-05-01;2688.701258064516
2020-06-01;3478.1660666666667
2020-07-01;3949.460064516129
2020-08-01;3696.964258064516
2020-09-01;4619.892566666666
2020-10-01;4765.351741935484
2020-11-01;5405.595766666666
2020-12-01;5627.569580645161
2021-01-01;3298.684870967742
2021-02-01;2511.154892857143
2021-03-01;3075.3860322580645
2021-04-01;3564.3418
2021-05-01;5253.813612903226
2021-06-01;4926.078766666667
2021-07-01;4078.424419354839
2021-08-01;3560.1418387096774
2021-09-01;3976.2318333333333
2021-10-01;4473.684161290323
2021-11-01;5768.0098
2021-12-01;5629.917709677419
2022-01-01;3277.0642903225807
2022-02-01;2712.534392857143
2022-03-01;3862.710064516129
2022-04-01;5213.470933333333
2022-05-01;6272.552612903226
2022-06-01;6314.095433333334
2022-07-01;6110.665161290322
2022-08-01;5727.263548387096
2022-09-01;5646.858200000001
2022-10-01;6172.547
2022-11-01;6861.1401000000005
2022-12-01;5389.448774193549
2023-01-01;3891.887612903226
2023-02-01;2859.7167142857143
2023-03-01;3584.4338709677418
2023-04-01;4029.536333333333
2023-05-01;3810.809419354839
2023-06-01;3945.3588999999997
2023-07-01;3146.7515483870966
2023-08-01;2541.509129032258
2023-09-01;2356.3811666666666
2023-10-01;2828.536741935484
2023-11-01;4262.447266666667
2023-12-01;2482.9954516129033
2024-01-01;1945.2775806451614
2024-02-01;1601.231620689655
2024-03-01;1466.174064516129
2024-04-01;1659.4621333333334
2024-05-01;4080.5711290322583
2024-06-01;4505.5443
2024-07-01;4740.181806451613
2024-08-01;3165.9417741935486
2024-09-01;2383.1896333333334
2024-10-01;3194.025548387097
2024-11-01;4123.367
2024-12-01;4050.3507096774197
