YYYY-MM-DD;Value
2015-01-01;452.7755161290322
2015-02-01;343.1626428571429
2015-03-01;396.524
2015-04-01;401.27000000000004
2015-05-01;372.909129032258
2015-06-01;313.1775666666666
2015-07-01;237.43058064516129
2015-08-01;171.61674193548387
2015-09-01;153.51773333333333
2015-10-01;215.28425806451614
2015-11-01;398.82713333333334
2015-12-01;398.6677096774194
2016-01-01;255.63006451612904
2016-02-01;187.48075862068964
2016-03-01;121.06177419354839
2016-04-01;208.4912
2016-05-01;218.50958064516126
2016-06-01;215.42676666666665
2016-07-01;191.54412903225807
2016-08-01;115.61012903225807
2016-09-01;91.57983333333333
2016-10-01;126.4858064516129
2016-11-01;268.218
2016-12-01;369.21551612903227
2017-01-01;480.488935483871
2017-02-01;234.20157142857144
2017-03-01;491.89251612903223
2017-04-01;459.98783333333336
2017-05-01;520.9407741935485
2017-06-01;316.5577
2017-07-01;241.5663870967742
2017-08-01;159.41587096774194
2017-09-01;111.94153333333334
2017-10-01;128.0138064516129
2017-11-01;285.1178
2017-12-01;394.70812903225806
2018-01-01;431.4328709677419
2018-02-01;349.96828571428574
2018-03-01;236.98170967741936
2018-04-01;342.01253333333335
2018-05-01;308.64774193548385
2018-06-01;239.0034
2018-07-01;184.64525806451613
2018-08-01;153.11783870967741
2018-09-01;100.88193333333334
2018-10-01;124.68164516129032
2018-11-01;414.05123333333336
2018-12-01;332.48187096774194
2019-01-01;162.6698064516129
2019-02-01;154.86992857142857
2019-03-01;175.8478064516129
2019-04-01;371.2705666666667
2019-05-01;271.07651612903226
2019-06-01;299.2242
2019-07-01;191.93351612903226
2019-08-01;151.4168064516129
2019-09-01;87.78566666666667
2019-10-01;135.9173870967742
2019-11-01;446.746
2019-12-01;488.6902903225806
2020-01-01;319.73248387096777
2020-02-01;187.37710344827585
2020-03-01;248.10870967741934
2020-04-01;266.5657
2020-05-01;254.87451612903226
2020-06-01;251.62496666666667
2020-07-01;213.2904516129032
2020-08-01;147.1906129032258
2020-09-01;116.2406
2020-10-01;97.61032258064516
2020-11-01;171.15720000000002
2020-12-01;397.0601935483871
2021-01-01;465.9525161290323
2021-02-01;320.68435714285715
2021-03-01;611.9859677419355
2021-04-01;340.79726666666664
2021-05-01;381.78996774193547
2021-06-01;364.5638333333334
2021-07-01;295.443129032258
2021-08-01;150.7471612903226
