YYYY-MM-DD;Value
2015-01-01;204.40645161290323
2015-02-01;337.0642857142857
2015-03-01;165.35225806451612
2015-04-01;772.4366666666666
2015-05-01;891.6903225806452
2015-06-01;1830.4333333333334
2015-07-01;1400.6870967741936
2015-08-01;1290.125806451613
2015-09-01;1055.9666666666667
2015-10-01;743.0806451612904
2015-11-01;775.0966666666667
2015-12-01;509.2516129032258
2016-01-01;151.2802258064516
2016-02-01;98.49793103448276
2016-03-01;140.7191935483871
2016-04-01;1266.8952333333332
2016-05-01;1599.839
2016-06-01;1366.1441333333335
2016-07-01;1442.0681935483872
2016-08-01;1457.0168064516129
2016-09-01;1337.3594
2016-10-01;1168.2526129032258
2016-11-01;993.1474666666667
2016-12-01;670.401193548387
2017-01-01;330.76848387096777
2017-02-01;183.86867857142857
2017-03-01;486.6966451612903
2017-04-01;795.4435666666667
2017-05-01;1634.4038709677418
2017-06-01;1570.6132333333333
2017-07-01;1271.4894838709677
2017-08-01;862.1347419354838
2017-09-01;758.8726666666666
2017-10-01;1115.1556774193548
2017-11-01;973.6663000000001
2017-12-01;338.1324516129032
2018-01-01;245.5517741935484
2018-02-01;129.28160714285713
2018-03-01;227.6444193548387
2018-04-01;979.9101666666667
2018-05-01;1864.4999677419355
2018-06-01;1945.5035333333333
2018-07-01;1769.1135806451614
2018-08-01;1657.8894838709678
2018-09-01;1083.8715666666667
2018-10-01;1280.6818709677418
2018-11-01;771.3726666666666
2018-12-01;300.7258064516129
2019-01-01;158.21361290322582
2019-02-01;121.38089285714285
2019-03-01;209.9883870967742
2019-04-01;723.2857
2019-05-01;1465.212935483871
2019-06-01;1867.3734
2019-07-01;1760.2255161290323
2019-08-01;1489.5112258064516
2019-09-01;934.9716000000001
2019-10-01;887.0725483870967
2019-11-01;885.3366333333335
2019-12-01;471.898064516129
2020-01-01;272.110935483871
2020-02-01;153.31106896551722
2020-03-01;215.77232258064515
2020-04-01;570.9586
2020-05-01;1581.922258064516
2020-06-01;1752.2835
2020-07-01;1668.8405483870968
2020-08-01;1087.3897096774192
2020-09-01;865.2290666666667
2020-10-01;934.722193548387
2020-11-01;1043.3044666666667
2020-12-01;621.9926774193549
2021-01-01;472.6487741935484
2021-02-01;245.60178571428574
2021-03-01;405.20529032258065
2021-04-01;1309.587
2021-05-01;2008.667612903226
2021-06-01;1804.8559333333333
2021-07-01;1795.7097741935484
2021-08-01;1563.4823225806451
2021-09-01;1177.1488333333332
2021-10-01;959.8145806451613
2021-11-01;824.9365666666667
2021-12-01;352.775
2022-01-01;206.0371935483871
2022-02-01;232.22360714285716
2022-03-01;404.08838709677417
2022-04-01;970.5962999999999
2022-05-01;2119.7123548387094
2022-06-01;1636.1519999999998
2022-07-01;1632.6420967741935
2022-08-01;1470.236741935484
2022-09-01;1172.1317000000001
2022-10-01;1094.2496774193548
2022-11-01;1126.5168333333334
2022-12-01;497.9632580645161
2023-01-01;574.5561612903225
2023-02-01;194.4130714285714
2023-03-01;506.6111935483871
2023-04-01;857.5359000000001
2023-05-01;1293.0592903225809
2023-06-01;1590.2781666666667
2023-07-01;1581.128258064516
2023-08-01;1300.9587419354839
2023-09-01;857.6895000000001
2023-10-01;713.7916129032259
2023-11-01;830.1646333333333
2023-12-01;590.0613870967742
2024-01-01;355.56087096774195
2024-02-01;291.6244482758621
2024-03-01;249.34751612903227
2024-04-01;570.6330666666667
2024-05-01;1865.8021612903226
2024-06-01;1687.7709333333332
2024-07-01;1283.0592903225809
2024-08-01;959.1694516129032
2024-09-01;562.2590666666667
2024-10-01;656.6432580645161
2024-11-01;999.3324333333333
2024-12-01;529.2047096774194
