station_id,observation_date,value
21201180,2015-01-01 00:00,8.2
21201180,2015-02-01 00:00,40.8
21201180,2015-03-01 00:00,68.0
21201180,2015-04-01 00:00,46.3
21201180,2015-05-01 00:00,31.4
21201180,2015-06-01 00:00,102.7
21201180,2015-07-01 00:00,73.2
21201180,2015-08-01 00:00,33.6
21201180,2015-09-01 00:00,20.5
21201180,2015-10-01 00:00,28.6
21201180,2015-11-01 00:00,39.9
21201180,2015-12-01 00:00,6.7
21201180,2016-01-01 00:00,8.8
21201180,2016-02-01 00:00,20.4
21201180,2016-03-01 00:00,41.9
21201180,2016-04-01 00:00,157.4
21201180,2016-05-01 00:00,81.2
21201180,2016-06-01 00:00,57.0
21201180,2016-07-01 00:00,35.0
21201180,2016-08-01 00:00,50.1
21201180,2016-09-01 00:00,92.3
21201180,2016-10-01 00:00,58.6
21201180,2016-11-01 00:00,166.7
21201180,2016-12-01 00:00,59.2
21201180,2017-01-01 00:00,90.5
21201180,2017-02-01 00:00,32.1
21201180,2017-03-01 00:00,169.8
21201180,2017-04-01 00:00,76.1
21201180,2017-05-01 00:00,49.1
21201180,2017-06-01 00:00,94.7
21201180,2017-07-01 00:00,37.2
21201180,2017-08-01 00:00,42.7
21201180,2017-09-01 00:00,14.7
21201180,2017-10-01 00:00,96.3
21201180,2017-11-01 00:00,145.3
21201180,2017-12-01 00:00,63.3
21201180,2018-01-01 00:00,39.9
21201180,2018-02-01 00:00,90.4
21201180,2018-03-01 00:00,97.1
21201180,2018-04-01 00:00,130.9
21201180,2018-05-01 00:00,80.9
21201180,2018-06-01 00:00,60.9
21201180,2018-07-01 00:00,68.8
21201180,2018-08-01 00:00,14.2
21201180,2018-09-01 00:00,49.7
21201180,2018-10-01 00:00,101.7
21201180,2018-11-01 00:00,50.9
21201180,2018-12-01 00:00,1.3
21201180,2019-01-01 00:00,9.7
21201180,2019-02-01 00:00,53.2
21201180,2019-03-01 00:00,83.3
21201180,2019-04-01 00:00,224.8
21201180,2019-05-01 00:00,86.4
21201180,2019-06-01 00:00,40.6
21201180,2019-07-01 00:00,25.8
21201180,2019-08-01 00:00,26.7
21201180,2019-09-01 00:00,83.7
21201180,2019-10-01 00:00,52.4
21201180,2019-11-01 00:00,110.0
21201180,2019-12-01 00:00,21.4
21201180,2020-01-01 00:00,68.2
21201180,2020-02-01 00:00,70.8
21201180,2020-03-01 00:00,56.5
21201180,2020-04-01 00:00,39.9
21201180,2020-05-01 00:00,57.2
21201180,2020-06-01 00:00,68.8
21201180,2020-07-01 00:00,52.3
21201180,2020-08-01 00:00,40.8
21201180,2020-09-01 00:00,65.4
21201180,2020-10-01 00:00,26.9
21201180,2020-11-01 00:00,242.4
21201180,2020-12-01 00:00,45.4
21201180,2021-01-01 00:00,3.0
21201180,2021-02-01 00:00,15.0
21201180,2021-03-01 00:00,88.3
21201180,2021-04-01 00:00,37.7
21201180,2021-05-01 00:00,293.6
21201180,2021-06-01 00:00,117.4
21201180,2021-07-01 00:00,109.1
21201180,2021-08-01 00:00,112.2
21201180,2021-09-01 00:00,39.5
21201180,2021-10-01 00:00,160.2
21201180,2021-11-01 00:00,85.4
21201180,2021-12-01 00:00,8.5
21201180,2022-01-01 00:00,29.7
21201180,2022-02-01 00:00,64.9
21201180,2022-03-01 00:00,103.2
21201180,2022-04-01 00:00,161.5
21201180,2022-05-01 00:00,156.1
21201180,2022-06-01 00:00,151.2
21201180,2022-07-01 00:00,38.7
21201180,2022-08-01 00:00,74.5
21201180,2022-09-01 00:00,98.3
21201180,2022-10-01 00:00,195.0
21201180,2022-11-01 00:00,161.0
21201180,2022-12-01 00:00,27.5
21201180,2023-01-01 00:00,89.8
21201180,2023-02-01 00:00,46.3
21201180,2023-03-01 00:00,62.1
21201180,2023-04-01 00:00,79.1
21201180,2023-05-01 00:00,87.8
21201180,2023-06-01 00:00,66.0
21201180,2023-07-01 00:00,58.8
21201180,2023-08-01 00:00,25.0
21201180,2023-09-01 00:00,10.0
21201180,2023-10-01 00:00,44.9
21201180,2023-11-01 00:00,44.9
21201180,2023-12-01 00:00,14.1
21201180,2024-01-01 00:00,0.0
21201180,2024-02-01 00:00,13.4
21201180,2024-03-01 00:00,30.7
21201180,2024-04-01 00:00,97.7
21201180,2024-05-01 00:00,51.0
21201180,2024-06-01 00:00,99.2
21201180,2024-07-01 00:00,28.1
21201180,2024-08-01 00:00,23.4
21201180,2024-09-01 00:00,60.2
21201180,2024-10-01 00:00,146.4
21201180,2024-11-01 00:00,148.4
21201180,2024-12-01 00:00,9.3
